,v1 (price only),v4 (price+insider),momentum 20d,SPY buy & hold
2022-05-31,107644.80244641495,81590.45729193764,90874.1095407522,86446.55365850001
2022-06-01,106519.24244641497,80597.74729193765,90744.95691693394,85750.4036585
2022-06-02,107312.42244641496,81852.56593142379,90973.39659093393,87365.9136585
2022-06-03,106719.30316741494,81309.64647942377,91701.43111893394,85949.30365850001
2022-06-06,106802.52683041496,81511.12918392377,92051.1206189006,86210.08365849999
2022-06-07,108015.63686391496,82218.04918392377,93050.5944824006,87032.2036585
2022-06-08,106028.21632591495,81394.90918392377,92047.3944824006,86090.7436585
2022-06-09,103614.76920941495,80033.18063392378,89826.4144824006,84050.9136585
2022-06-10,103143.98920941495,79594.79198830352,87618.89775307589,81622.1236585
2022-06-13,100067.3647902952,78330.01855750012,84607.97235439686,78534.7536585
2022-06-14,98766.99563231133,78503.25625000012,83800.70178639685,78300.4936585
2022-06-15,97828.4608244755,80446.11702245158,84592.88233228802,79412.1236585
2022-06-16,94495.85811330838,76984.90670645158,80350.19853381123,76793.27365850001
2022-06-17,92368.04500260751,77823.27186825097,82366.16083681125,76959.02365850001
2022-06-21,93832.75906060751,78597.61663025097,84381.07083681124,78888.3536585
2022-06-22,91948.1190606075,79111.91268275098,84232.13083681125,78744.7036585
2022-06-23,90668.35880482139,79595.1030299095,85946.25855042871,79513.7836585
2022-06-24,91658.83649082137,81305.3171225109,87327.76384621323,82033.1836585
2022-06-27,94085.14179232139,82358.6423960109,87185.27121327304,81719.36365849999
2022-06-28,96229.90179232138,83034.7921335109,84402.46297898101,80057.4436585
2022-06-29,93306.17612332138,81651.91866451089,84128.04743298102,79991.14365849999
2022-06-30,92135.76080382137,80828.32053001088,83709.37264498102,79345.8236585
2022-07-01,92744.29315316847,81417.4398600109,84221.13216998102,80181.2036585
2022-07-05,90078.02515828836,79976.43911024401,84292.56957498103,80331.4836585
2022-07-06,89394.50189344927,79507.90511249698,84702.50119248102,80601.1036585
2022-07-07,91711.00580144927,81984.39370921362,86161.23131134365,81803.34365849999
2022-07-08,91779.43580144928,81952.86598144843,86228.39296734365,81737.0436585
2022-07-11,91016.85791644927,81014.87765394842,85796.09296734363,80806.6336585
2022-07-12,90051.81935044928,81059.57365394844,84723.41296734364,80095.0136585
2022-07-13,90207.58935044927,80702.64165394842,84463.35296734364,79675.11365849999
2022-07-14,88246.16589989747,79312.07351744843,83452.86803552973,79482.84365849999
2022-07-15,89505.04631691841,80541.77679091398,83929.19349102973,80994.4836585
2022-07-18,90606.60079491838,80595.62322350507,82795.65460402973,80329.27365850001
2022-07-19,92695.57583310742,82721.91803092958,84320.96139152971,82490.6536585
2022-07-20,92960.31410608956,82428.14112642956,84115.88650702972,83014.4236585
2022-07-21,92221.62843108954,82306.58333242957,85395.60686052972,83856.4336585
2022-07-22,91536.15174358955,81938.29420137832,84785.80686052972,83082.9336585
2022-07-25,93031.96174358953,82769.12587437831,84688.29686052972,83182.3836585
2022-07-26,93126.38174358953,82577.39398502832,83994.84686052971,82201.14365849999
2022-07-27,94234.16174358955,84054.25598502831,84645.35686052972,84327.1636585
2022-07-28,95518.68624126457,85268.13398502831,85557.59456804178,85374.7036585
2022-07-29,95835.42436276456,86158.36094102332,85275.0139050418,86621.14365849999
2022-08-01,95541.85103476458,86315.78365502332,85411.6750780418,86366.9936585
2022-08-02,94526.90618476456,85197.9077707453,85851.31012154178,85799.02365850001
2022-08-03,93863.55053076457,86389.59033374529,87734.26508554179,87138.2836585
2022-08-04,92335.51551409008,86017.6395802453,88241.8980265418,87078.61365849999
2022-08-05,93304.07938309007,86049.11816624529,87493.8118344538,86932.7536585
2022-08-08,94169.56603059007,86909.68936976069,87792.80534652201,86831.09365849999
2022-08-09,97445.46521909007,85178.91687876068,85006.96482007238,86488.5436585
2022-08-10,97397.56014709006,88373.6068787607,87957.91163257236,88298.5336585
2022-08-11,97652.06064909007,89938.63419376068,87803.97163257237,88298.5336585
2022-08-12,98724.51893359008,91388.07433476069,90129.07163257236,89788.0736585
2022-08-15,99136.05026309007,90310.76541926067,90589.07716551336,90154.9336585
2022-08-16,99058.03302309006,92388.27767026068,90946.8557821377,90331.7336585
2022-08-17,99320.33385024413,90035.54640426066,90277.6396471377,89693.0436585
2022-08-18,99867.15404424412,90870.98731645485,90242.14829513768,89953.8236585
2022-08-19,100960.66358387462,88568.35844801599,88089.04464860758,88749.3736585
2022-08-22,100631.29462937462,86597.27397234456,86714.08966519582,86906.2336585
2022-08-23,101645.89605337463,87022.69736254455,87202.60290269583,86698.4936585
2022-08-24,102299.54061566379,87871.82970842,88158.35130819582,86974.7436585
2022-08-25,102912.64796866378,89026.28690842,89920.93130819581,88196.8736585
2022-08-26,101043.4465396638,86155.52490841999,87451.09130819581,85222.2136585
2022-08-29,101050.4940971638,86539.01690842,87191.84130819581,84660.8736585
2022-08-30,99537.37974716378,85804.16278101844,86415.00792069582,83734.8836585
2022-08-31,98859.06443967266,85809.89034601847,86315.9886246958,83100.61365849999
2022-09-01,98094.26725167198,83855.98786330274,85992.86229973381,83361.39365849999
2022-09-02,98259.31338017195,83500.72596880274,86060.39095473381,82484.02365850001
2022-09-06,97713.41308767194,82376.48596880274,86112.29043742036,82174.6236585
2022-09-07,98507.5371194305,82186.63916116572,86715.2752908562,83644.27365850001
2022-09-08,99158.39801893049,82284.34949766571,88639.10900235618,84190.14365849999
2022-09-09,100851.9525929305,82504.49939666572,90203.40900235619,85494.0436585
2022-09-12,101930.4821269305,83405.46939666572,91210.78868585618,86408.9836585
2022-09-13,99624.62869243049,81456.85939666572,89506.9765138562,82665.2436585
2022-09-14,101492.91964443048,82923.70939666571,92014.31898726859,82979.06365849999
2022-09-15,99793.43058926545,81583.00739166573,90969.21148480865,82039.81365849999
2022-09-16,97434.70927569375,80463.52925309786,90059.54428080865,81416.59365849999
2022-09-19,98476.82501419375,80602.54734159786,90621.55012880867,82046.4436585
2022-09-20,97168.02626419373,79867.01684609786,89401.61616230865,81107.1936585
2022-09-21,97190.45636969374,78953.44684609787,87312.01400580865,79699.4236585
2022-09-22,96147.01833269375,78338.46764408587,86351.55137619369,79032.0036585
2022-09-23,92825.97405943184,76593.93898828121,84101.5932385815,77712.6336585
2022-09-26,91535.69296176714,75393.0785315252,83376.6212795815,76947.9736585
2022-09-27,91957.68361892008,75108.01515787441,83810.31210858151,76751.2836585
2022-09-28,95099.19739392008,77024.9958913744,85811.10210858149,78256.2936585
2022-09-29,94662.32847499817,75957.7558913744,83938.9121085815,76627.52365850001
2022-09-30,93983.54410849816,75364.4802707426,82693.32161305376,75447.3836585
2022-10-03,97518.91684729097,77444.8508262426,83780.9272029407,77431.9636585
2022-10-04,99842.43902747272,79356.29085675119,86245.94976542491,79820.9736585
2022-10-05,98848.60496388157,78750.03691371619,86392.04002342492,79635.33365849999
2022-10-06,98100.73677468298,77906.45580371619,85540.00051105121,78817.6336585
2022-10-07,96967.57996648298,76554.32924821619,84932.63491505123,76627.52365850001
2022-10-10,97542.46996648298,76717.13003771333,83585.47042102437,76046.2936585
2022-10-11,97351.244288483,76345.58419921332,83019.07231156291,75566.7236585
2022-10-12,95875.47316447424,75724.91799821332,82733.50629556291,75316.9936585
2022-10-13,97222.14271038724,77209.91811221332,84727.27461134577,77297.1536585
2022-10-14,94440.81765188725,75413.50355121332,81817.94338934576,75542.4136585
2022-10-17,96131.38765188724,76937.7925372133,82699.49298184577,77476.1636585
2022-10-18,97964.70752338725,77864.37678721332,83106.09400584575,78382.2636585
2022-10-19,97208.75422088726,76976.48172921332,83814.60001684574,77829.7636585
2022-10-20,95924.78181088726,76050.96869721332,83627.26844434575,77180.02365850001
2022-10-21,96244.64498023762,77026.60287746057,85689.69350032999,79047.4736585
2022-10-24,98041.86918473759,77240.23899946058,86160.52015132998,80011.0336585
2022-10-25,99549.7679342968,79308.55666613783,86729.80334083,81281.7836585
2022-10-26,99487.9571882968,79759.40307862384,88112.84320395357,80671.8236585
2022-10-27,99158.9871882968,78626.35887062384,87721.82768995357,80243.08365849999
2022-10-28,102013.68710006916,81112.49887062384,87406.79042395356,82145.89365849999
2022-10-31,102132.16459606917,80830.29887062385,88297.25242395356,81553.61365849999
2022-11-01,101761.84459606916,81444.58887062385,88568.01550795356,81197.80365850001
2022-11-02,100972.20915656915,80461.48273062384,86439.41893167807,79169.02365850001
2022-11-03,98703.97166848672,79622.78214162384,88846.93246217807,78357.9536585
2022-11-04,99977.16366348672,80845.90154412383,91165.53859222875,79480.6336585
2022-11-07,100611.13775998671,81492.99570462384,91855.59361356223,80236.4536585
2022-11-08,101032.7062999867,82686.42467032588,92383.03176456224,80669.61365849999
2022-11-09,99672.7096459867,81667.77469337592,89475.79424156224,79012.11365849999
2022-11-10,102542.43234148671,87388.91066145402,93919.24898556223,83337.08365849999
2022-11-11,102760.66893429193,89257.08433986192,95360.58464181123,84141.52365850001
2022-11-14,102594.5119967919,87325.25859986192,94921.18101807208,83427.6936585
2022-11-15,103615.01156632131,88205.96750936192,96397.31103707208,84137.1036585
2022-11-16,103334.5658363213,87436.59149186192,92432.77345080674,83498.4136585
2022-11-17,103338.31588132131,86799.06058930396,92503.51546080675,83242.05365850001
2022-11-18,104413.62093532133,87713.26174930396,92257.56546080674,83619.9636585
2022-11-21,104348.22084611074,87892.82174930397,90995.14047453525,83317.1936585
2022-11-22,105998.11398061074,88636.14355230398,92316.05995653525,84433.2436585
2022-11-23,105631.18164611075,89178.48783580397,92443.95449203525,84963.64365849999
2022-11-25,105885.94088561075,89568.12426280396,92258.26590203526,84943.7536585
2022-11-28,104146.79735361075,87941.32540608427,91279.51541453523,83593.4436585
2022-11-29,104231.32984361073,87784.50148308428,91477.07515253524,83452.0036585
2022-11-30,105382.53245507275,89807.20396658429,93613.33282253523,86070.8536585
2022-12-01,104426.31920443164,90293.04396658427,94024.18690061773,86006.7636585
2022-12-02,105218.87447693164,90160.21396658427,94568.24530411772,85907.31365849999
2022-12-05,103865.86582943164,88824.5345765843,94135.14992261773,84369.1536585
2022-12-06,103012.52795150943,88206.58557658429,91742.85992261773,83155.86365849999
2022-12-07,103055.43383350944,88537.53557658428,91630.31857011771,83016.6336585
2022-12-08,103221.26760500945,89126.19012308428,92360.17392461772,83664.1636585
2022-12-09,101372.79256900943,88515.06245908428,91139.29834211772,83040.9436585
2022-12-12,102787.11352550946,89391.38370908429,91840.49277142636,84234.34365849999
2022-12-13,103201.23294400945,90493.52725808427,92515.60755792637,84868.61365849999
2022-12-14,103236.69998800942,89982.91944358428,92314.16494092636,84329.3736585
2022-12-15,102107.74792600943,88192.30585158429,90434.37400294715,82274.0736585
2022-12-16,101443.19688466945,87488.94408165879,90005.91443009693,81306.09365849999
2022-12-19,100661.03237366944,86980.48246616311,88899.85718509695,80618.7836585
2022-12-20,101186.96471466945,87303.92505516313,88784.11041353371,80729.2836585
2022-12-21,103205.72061766946,88247.5005281631,90239.79321853373,81931.52365850001
2022-12-22,101593.93303016944,87848.31667416311,89358.2938685337,80766.8536585
2022-12-23,101972.79312966946,88371.60834916313,89244.64985203369,81230.9536585
2022-12-27,101354.2010259864,88154.32822966312,88799.24000909692,80910.5036585
2022-12-28,100124.426548255,86977.06822966311,87927.07209059692,79909.3736585
2022-12-29,101039.41240925499,87858.29895766312,89035.34348859689,81341.4536585
2022-12-30,100925.13105225499,87528.50049966313,88296.0734885969,81129.2936585
2023-01-03,100993.86697225498,87358.18636466312,89060.59205092219,80788.9536585
2023-01-04,101612.62666425499,88734.51150466313,90616.38661192221,81409.9636585
2023-01-05,100871.92816625499,88347.08148566313,90179.4894859222,80483.9736585
2023-01-06,103459.16846975888,90047.69758316313,91985.36157592217,82322.6936585
2023-01-09,102872.9012272589,89346.23916316313,91437.39157592217,82276.2836585
2023-01-10,103643.74834995158,89820.59205716313,91952.34993292217,82850.8836585
2023-01-11,103888.7623869516,89495.71953816313,91417.99125342218,83894.0036585
2023-01-12,103712.7964994516,89680.87087316313,91861.44296142217,84198.9836585
2023-01-13,104068.10100195158,90141.11087316312,92367.59962142218,84523.8536585
2023-01-17,104320.1070029516,89560.33560816312,92021.38368142217,84369.1536585
2023-01-18,102716.3618794516,88635.12806566313,90566.9209245765,83043.1536585
2023-01-19,102185.70795995161,87480.54781866311,89446.73732055159,82439.8236585
2023-01-20,102111.8738449516,87724.96771066313,91106.80096055158,83971.3536585
2023-01-23,101939.0254409516,88058.28017166312,92333.97454655159,84974.6936585
2023-01-24,102508.21043478377,87187.03910913748,91713.8089585516,84884.08365849999
2023-01-25,102510.64568161358,87605.45101213746,92830.28579360012,84915.02365850001
2023-01-26,102441.42992461358,89471.71101213749,93770.67367860011,85845.4336585
2023-01-27,101922.94180461357,88875.76080363747,94677.41661360011,86042.1236585
2023-01-30,102529.52569461356,88170.00183663749,92367.75912960009,84965.8536585
2023-01-31,103306.22569461357,89402.81183663744,93031.4338316001,86210.08365849999
2023-02-01,103296.22455161356,89272.88071713748,96193.1132441887,87122.81365849999
2023-02-02,102371.99067711357,87992.49948163747,98894.54108761242,88386.9336585
2023-02-03,101976.00984511357,87615.16373163745,96920.30054961241,87449.89365849999
2023-02-06,102589.10726011355,87410.92705163747,97299.44437801241,86917.2836585
2023-02-07,102865.37535561358,88406.63107756054,99681.90334918509,88051.0136585
2023-02-08,102579.27765261356,87419.14018056053,98559.35978868509,87091.8736585
2023-02-09,102084.59695611356,85601.01289106053,98557.09157909044,86338.2636585
2023-02-10,103029.73937811356,86436.83289106053,96360.15355419797,86539.3736585
2023-02-13,103913.77647311354,86997.69044506054,97690.64178769798,87551.55365850001
2023-02-14,103545.08741411357,86906.59846106052,100079.83198769797,87511.77365850001
2023-02-15,103793.52741411356,87030.61846106054,100299.74684769794,87794.6536585
2023-02-16,103693.60591011358,86419.98261006053,97665.38684769796,86590.2036585
2023-02-17,102550.06961511356,85864.1285828581,96404.92966761545,86375.83365849999
2023-02-21,101002.77220377975,84428.6207158581,93423.70189411547,84649.8236585
2023-02-22,101018.67922877974,84484.7387373581,93123.64882342037,84532.6936585
2023-02-23,100862.42330527975,84977.82276235809,94791.11723754766,84981.3236585
2023-02-24,100249.18850527974,84380.0444668581,94118.23698004766,84075.2236585
2023-02-27,100275.74775027976,84945.7733848581,94788.44996454766,84362.52365850001
2023-02-28,100262.00664577977,85266.48338485809,95098.06561454767,84050.9136585
2023-03-01,100840.02268377974,85339.19224885809,94685.91510354765,83730.4636585
2023-03-02,101579.47950677975,86394.60998285809,95314.45002554766,84377.9936585
2023-03-03,103010.71659390334,87650.07087859017,97982.99048554765,85726.09365849999
2023-03-06,102888.38386390335,87430.59334559018,97207.86327778293,85785.7636585
2023-03-07,101500.02276240333,86459.02319509018,96226.80523228293,84475.2336585
2023-03-08,100711.20321776648,86246.94034309019,97042.89246428292,84612.2536585
2023-03-09,99070.72693626645,85529.45129846975,95591.78704893104,83058.6236585
2023-03-10,97766.21800826646,84693.62033796975,94653.36821893105,81863.0136585
2023-03-13,96749.83431998102,84032.84808514743,94573.73327743108,81748.09365849999
2023-03-14,96811.37296848102,84411.03506564742,96333.79901343105,83093.9836585
2023-03-15,95039.8782416205,84200.52797414742,95387.22595994448,82576.84365849999
2023-03-16,96652.71167062051,84699.68247538967,96636.23670844447,84019.9736585
2023-03-17,95728.5999396205,83302.02290138966,94932.75570259697,83040.9436585
2023-03-20,97203.67993962052,84517.39290138968,95206.67113759698,83836.5436585
2023-03-21,98678.0899396205,85816.20973988967,96275.49113759697,84932.7036585
2023-03-22,96369.96993962051,83958.36673538967,95361.50029876054,83489.5736585
2023-03-23,96143.0400346205,83569.78891338968,96556.36910076055,83714.9936585
2023-03-24,95923.95667062051,83659.43821136684,96670.76590476054,84263.0736585
2023-03-27,96280.4088386205,84438.20064236684,96072.13859326055,84419.9836585
2023-03-28,97064.4239681205,84770.91331536684,95630.92291426056,84229.9236585
2023-03-29,97668.3542706205,85531.61552936684,97421.18322376053,85449.84365849999
2023-03-30,98053.74271462052,85885.47295486684,98033.50258065877,85949.30365850001
2023-03-31,99335.28690562051,87249.81420486684,99540.12158915876,87155.9636585
2023-04-03,99737.94320312052,87118.83420486684,98888.04916690876,87487.4636585
2023-04-04,99275.65320312051,86092.99420486685,98853.26069010877,87003.4736585
2023-04-05,98175.7706023986,86213.34953436683,97261.65069010876,86775.84365849999
2023-04-06,98033.39162939861,86477.84942886684,97429.48219110878,87113.9736585
2023-04-10,98492.0754373986,87177.61575586683,97723.99963360876,87202.3736585
2023-04-11,98573.83155039861,87963.61687486684,96738.59325660879,87224.4736585
2023-04-12,98361.6915503986,87252.40680633685,96473.14832010877,86870.8736585
2023-04-13,98974.15656089861,87650.29312583685,97455.40033960875,88020.0736585
2023-04-14,98937.08827939862,87723.58754083683,97031.25732560876,87805.7036585
2023-04-17,99806.83393989861,88456.01754083682,96047.07095423523,88119.52365850001
2023-04-18,100226.87323389862,89093.34754083684,96168.28366173523,88176.9836585
2023-04-19,100042.18751889863,89332.65754083684,95806.87366173523,88163.7236585
2023-04-20,99464.56044631018,89188.37754083684,95182.42366173523,87684.1536585
2023-04-21,99202.80398331016,89125.16830583685,95122.2223830412,87750.4536585
2023-04-24,99863.73889181016,89495.21267033684,95518.1670805412,87843.27365850001
2023-04-25,98731.66855731019,88980.84923283684,94082.0570805412,86453.1836585
2023-04-26,98014.47180031016,88599.04021683685,92184.72803954121,86088.5336585
2023-04-27,99293.31180031017,89015.25602883684,92410.89953004119,87796.86365849999
2023-04-28,100131.17340307837,89586.43693983684,93691.06906654118,88541.6336585
2023-05-01,100461.35647257837,89598.00932083683,93540.78906654118,88453.2336585
2023-05-02,98398.69088972837,88523.09932083683,91963.29134043932,87463.1536585
2023-05-03,97891.76049983624,88090.4227659782,92141.3538254393,86864.2436585
2023-05-04,96897.74890933622,87835.3807009782,91279.71382543934,86252.0736585
2023-05-05,98690.71796683624,89713.89070097821,92014.83382543932,87843.27365850001
2023-05-08,98730.42604233623,89893.9907009782,92068.0521764393,87865.3736585
2023-05-09,98383.58802833623,89522.82084847821,91657.08385993933,87483.0436585
2023-05-10,98675.42695453063,90296.33037847822,91901.5838599393,87889.6836585
2023-05-11,98163.49117003061,89772.20680860031,91539.99556127765,87737.1936585
