,"3 folds (2022-24, as shipped)","6 folds (2019-24, extended)",SPY over 2022-24,SPY over 2019-24
2021-09-09,,156494.0464388747,,188867.027125
2021-09-10,,154809.46850187468,,187377.527125
2021-09-13,,156688.05176757424,,187854.527125
2021-09-14,,154643.70429085533,,186842.027125
2021-09-15,,157813.64873677935,,188403.527125
2021-09-16,,156981.39000027935,,188106.527125
2021-09-17,,155685.51833603773,,186270.527125
2021-09-20,,153630.2470400377,,183165.527125
2021-09-21,,152607.30444329485,,182994.527125
2021-09-22,,154216.0236652948,,184781.027125
2021-09-23,,156587.50631229486,,187022.027125
2021-09-24,,155996.15871604483,,187332.527125
2021-09-27,,155263.51540404483,,186797.027125
2021-09-28,,152331.63373573485,,183030.527125
2021-09-29,,152519.4287407152,,183341.027125
2021-09-30,,151816.17753230466,,181100.027125
2021-10-01,,152514.28358280467,,183251.027125
2021-10-04,,150491.31699107488,,180888.527125
2021-10-05,,152243.3394060749,,182769.527125
2021-10-06,,152177.02389607485,,183530.027125
2021-10-07,,153978.36080857491,,185118.527125
2021-10-08,,152803.7208085749,,184781.027125
2021-10-11,,151625.76825857488,,183440.027125
2021-10-12,,151912.0578585749,,182990.027125
2021-10-13,,153033.40813507492,,183647.027125
2021-10-14,,155463.70033457485,,186738.527125
2021-10-15,,156406.41962007168,,188160.527125
2021-10-18,,157275.47301357167,,188714.027125
2021-10-19,,158097.8391871517,,190172.027125
2021-10-20,,158022.40345815173,,190919.027125
2021-10-21,,158857.4470455773,,191414.027125
2021-10-22,,157708.2185365773,,191216.027125
2021-10-25,,158252.36853657736,,192242.027125
2021-10-26,,158707.67496308917,,192417.527125
2021-10-27,,158518.95045244246,,191562.527125
2021-10-28,,160398.57611144247,,193412.027125
2021-10-29,,161113.16780167114,,193803.527125
2021-11-01,,160773.21179667112,,194136.527125
2021-11-02,,161311.47358417112,,194919.527125
2021-11-03,,162587.29186067113,,196112.027125
2021-11-04,,162855.45947867117,,197034.527125
2021-11-05,,163135.03527004767,,197718.527125
2021-11-08,,162891.16789554767,,197889.527125
2021-11-09,,162496.56440445324,,197232.527125
2021-11-10,,160854.49837676706,,195648.527125
2021-11-11,,161168.98809626704,,195711.527125
2021-11-12,,163159.47220387825,,197187.527125
2021-11-15,,162814.17716837823,,197255.027125
2021-11-16,,163773.66141872387,,198033.527125
2021-11-17,,162982.21606622386,,197556.527125
2021-11-18,,163724.10818246135,,198227.027125
2021-11-19,,163414.29384646137,,197871.527125
2021-11-22,,163672.86149297602,,197313.527125
2021-11-23,,163750.91223147605,,197574.527125
2021-11-24,,164699.96044147605,,198101.027125
2021-11-26,,160984.99104361076,,193686.527125
2021-11-29,,163177.17634211076,,196062.527125
2021-11-30,,159722.0412528243,,192246.527125
2021-12-01,,156110.97842987505,,190113.527125
2021-12-02,,159059.63511837504,,193025.027125
2021-12-03,,155256.57248755242,,191342.027125
2021-12-06,,156757.04769074672,,193610.027125
2021-12-07,,160832.1864867467,,197615.027125
2021-12-08,,161461.9737744933,,198137.027125
2021-12-09,,158863.70834743147,,196800.527125
2021-12-10,,158894.46034093146,,198650.027125
2021-12-13,,155932.5018512587,,196899.527125
2021-12-14,,154232.13161645105,,195536.027125
2021-12-15,,156856.80679582682,,198591.527125
2021-12-16,,154185.75971982678,,196841.027125
2021-12-17,,154499.6460693268,,194748.527125
2021-12-20,,153573.89017978037,,192678.527125
2021-12-21,,157719.9542303975,,196098.527125
2021-12-22,,159718.62488440474,,198060.527125
2021-12-23,,160178.3123781213,,199293.527125
2021-12-27,,162465.5736060263,,202110.527125
2021-12-28,,161034.46578802634,,201944.027125
2021-12-29,,161416.37578802631,,202205.027125
2021-12-30,,161220.94385802635,,201647.027125
2021-12-31,,160684.30850352638,,201138.527125
2022-01-03,100000.0,160211.01392402634,100000.0,202299.527125
2022-01-04,99856.609333,157863.17355605675,99615.9436585,202232.027125
2022-01-05,97628.60411527072,153744.45020375348,97710.9236585,198353.027125
2022-01-06,97608.08609873604,153130.3426068801,97618.1036585,198164.027125
2022-01-07,96985.61420170925,150686.082932691,97233.56365849999,197381.027125
2022-01-10,96320.02744645572,149632.98480884038,97114.2236585,197138.027125
2022-01-11,98043.06062697506,150636.11800234043,97991.59365849999,198924.527125
2022-01-12,98556.17240793648,151389.50887934043,98259.0036585,199469.027125
2022-01-13,97627.8657279365,148163.57887934044,96908.6936585,196719.527125
2022-01-14,97884.13330375915,147409.74038746607,96948.4736585,196800.527125
2022-01-18,96334.12985289085,144578.80167247448,95237.9336585,193317.527125
2022-01-19,95569.57548839087,142601.4606119467,94252.27365850001,191310.527125
2022-01-20,94285.47428549209,140358.62239267345,93213.5736585,189195.527125
2022-01-21,91860.95724999203,138467.71664589742,91388.11365849999,185478.527125
2022-01-24,91072.28292424037,138090.8053541759,91774.86365849999,186266.027125
2022-01-25,91634.73640874038,136912.7728591759,90658.81365849999,183993.527125
2022-01-26,91446.13633616595,137500.3628591759,90433.39365849999,183534.527125
2022-01-27,91019.98135198971,136399.61517223195,89986.9736585,182625.527125
2022-01-28,92463.05154457483,139651.83292923192,92214.6536585,187161.527125
2022-01-31,94919.78487467568,144156.68637520843,93869.9436585,190532.027125
2022-02-01,95887.34412382539,146014.76035692397,94502.0036585,191819.027125
2022-02-02,96314.10636582534,148562.037276424,95416.9436585,193682.027125
2022-02-03,95292.82445632535,145991.05589917398,93180.4236585,189128.027125
2022-02-04,95048.64576339404,146911.92487256648,93618.0036585,190019.027125
2022-02-07,95914.00524887773,147161.77782054202,93319.6536585,189411.527125
2022-02-08,96358.71047837773,148523.42860980332,94084.31365849999,190968.527125
2022-02-09,97412.32827001037,150619.3784386726,95456.7236585,193763.027125
2022-02-10,96701.49532123469,147806.13883867263,93746.1836585,190280.027125
2022-02-11,97009.73745723467,144900.28798780183,91905.2536585,186531.527125
2022-02-14,95749.07787723467,143495.27440991628,91604.6936585,185919.527125
2022-02-15,96064.81346423468,146298.97086641626,93076.55365850001,188916.527125
2022-02-16,96567.54077323468,145865.85619264384,93180.4236585,189128.027125
2022-02-17,96401.83538023467,141613.66630539385,91198.05365850001,185091.527125
2022-02-18,95809.75067008966,140198.8973694639,90610.1936585,183894.527125
2022-02-22,94038.16328665407,137785.3963294639,89640.0036585,181919.027125
2022-02-23,93234.53998376019,135311.3629801626,88079.7436585,178742.027125
2022-02-24,94228.4891354009,136739.6608825365,89310.7136585,181248.527125
2022-02-25,97132.40706990092,139659.85563953646,91341.7036585,185384.027125
