,"3 folds (2022-24, as shipped)","6 folds (2019-24, extended)",SPY over 2022-24,SPY over 2019-24
2019-04-25,,113578.79166577896,,118154.02712500001
2019-04-26,,114565.4002788497,,118671.527125
2019-04-29,,114564.14932134973,,118820.027125
2019-04-30,,115129.1068213497,,118856.02712499998
2019-05-01,,114327.27405051742,,118028.027125
2019-05-02,,114713.6580085174,,117749.027125
2019-05-03,,115537.41844451743,,118901.027125
2019-05-06,,114939.1280985174,,118437.52712500001
2019-05-07,,113225.36092501739,,116507.027125
2019-05-08,,113282.45011401741,,116376.52712499998
2019-05-09,,112974.63314001741,,115949.027125
2019-05-10,,113572.7365867174,,116498.02712500001
2019-05-13,,110443.28411396637,,113649.527125
2019-05-14,,111596.30053496637,,114617.027125
2019-05-15,,112218.51737480114,,115332.527125
2019-05-16,,113423.73795530113,,116354.02712500001
2019-05-17,,112606.05528904185,,115652.02712500001
2019-05-20,,111461.61922304185,,114851.027125
2019-05-21,,112375.43825454185,,115868.027125
2019-05-22,,112578.54298054187,,115521.527125
2019-05-23,,111087.63522754185,,114135.527125
2019-05-24,,111764.22502594462,,114441.527125
2019-05-28,,111785.40383976459,,113375.027125
2019-05-29,,111037.96431026456,,112547.027125
2019-05-30,,112139.01307576458,,112839.527125
2019-05-31,,110598.7420947646,,111377.027125
2019-06-03,,109546.73361164948,,111071.027125
2019-06-04,,112010.55366814949,,113447.027125
2019-06-05,,113301.30548364951,,114410.027125
2019-06-06,,114426.94036422568,,115184.027125
2019-06-07,,115605.4479952257,,116313.527125
2019-06-10,,115951.98420422568,,116862.52712500001
2019-06-11,,116091.02076272568,,116853.527125
2019-06-12,,116084.48903772565,,116606.02712499998
2019-06-13,,116641.57487522562,,117123.527125
2019-06-14,,116694.00468772565,,116984.027125
2019-06-17,,116235.55737722563,,117078.527125
2019-06-18,,117031.31127372569,,118230.527125
2019-06-19,,117330.68798772564,,118509.527125
2019-06-20,,118189.65209722565,,119670.52712499998
2019-06-21,,117908.00103122565,,119490.527125
2019-06-24,,117581.76582322564,,119351.027125
2019-06-25,,116702.15860922568,,118181.02712499998
2019-06-26,,116582.68709422566,,118068.52712499998
2019-06-27,,117068.65248672567,,118482.527125
2019-06-28,,117993.19144272567,,119121.527125
2019-07-01,,118682.13216572565,,120129.527125
2019-07-02,,119380.32035422568,,120480.527125
2019-07-03,,120544.67785022563,,121439.02712499998
2019-07-05,,120259.85195622563,,121223.02712500001
2019-07-08,,119852.50282722563,,120651.52712499998
2019-07-09,,120143.16376522568,,120800.02712500001
2019-07-10,,120809.86177972564,,121362.52712500001
2019-07-11,,120676.44625422564,,121650.527125
2019-07-12,,120795.39717422565,,122190.527125
2019-07-15,,121018.16072972563,,122267.027125
2019-07-16,,120925.55614272569,,121835.02712499998
2019-07-17,,120419.23263322565,,121025.02712500001
2019-07-18,,120787.14212972567,,121466.027125
2019-07-19,,120119.75606322568,,120813.527125
2019-07-22,,119927.59385322566,,121038.527125
2019-07-23,,120305.57322072564,,121916.027125
2019-07-24,,120899.75363272567,,122496.527125
2019-07-25,,121051.64353722567,,121916.027125
2019-07-26,,121817.06978122565,,122721.527125
2019-07-29,,121701.19282422565,,122532.527125
2019-07-30,,121570.83892022564,,122249.027125
2019-07-31,,120335.34991372566,,120872.027125
2019-08-01,,119310.41432912668,,119895.52712499998
2019-08-02,,118712.04747867188,,118928.027125
2019-08-05,,116145.9770140186,,115445.027125
2019-08-06,,117927.97805101861,,116939.02712499998
2019-08-07,,118538.27344340284,,117114.52712500001
2019-08-08,,120661.2355021112,,119324.027125
2019-08-09,,120271.23912661121,,118514.02712499998
2019-08-12,,118820.87426961116,,117024.52712499998
2019-08-13,,120253.41235211119,,118847.027125
2019-08-14,,117578.95405411118,,115436.027125
2019-08-15,,118525.07320411115,,115688.027125
2019-08-16,,120209.9309501112,,117380.027125
2019-08-19,,121264.29965961118,,118806.527125
2019-08-20,,120459.9823331112,,117870.52712499998
2019-08-21,,121219.12969911119,,118842.527125
2019-08-22,,120983.89142861123,,118811.027125
2019-08-23,,118473.90475461117,,115782.527125
2019-08-26,,119599.39073961116,,117029.02712500001
2019-08-27,,119759.37154961118,,116520.52712499998
2019-08-28,,120039.0871311112,,117393.52712499998
2019-08-29,,120783.63948261118,,118910.02712499998
2019-08-30,,120702.10951161118,,118860.52712500001
2019-09-03,,120441.24006161118,,118167.527125
2019-09-04,,121450.01769011121,,119477.02712500001
2019-09-05,,122110.2378556112,,121011.527125
2019-09-06,,122181.18077861119,,121133.02712499998
2019-09-09,,120703.59072377336,,121196.02712500001
2019-09-10,,119215.15528008743,,121151.027125
2019-09-11,,119757.91259508741,,122051.027125
2019-09-12,,120813.84247908743,,122478.527125
2019-09-13,,120444.1097345874,,122330.027125
2019-09-16,,120129.84657658741,,122010.52712500001
2019-09-17,,121136.77595908742,,122312.02712499998
2019-09-18,,121367.10924908744,,122375.02712500001
2019-09-19,,121471.67898508743,,122361.527125
2019-09-20,,120975.26496258742,,121704.527125
2019-09-23,,121120.20544658742,,121794.527125
2019-09-24,,120908.37738358742,,120822.52712499998
2019-09-25,,121497.1950580874,,121515.527125
2019-09-26,,121137.55761323261,,121263.527125
2019-09-27,,120241.8178797326,,120615.527125
2019-09-30,,121035.41594323261,,121178.027125
2019-10-01,,119698.14935023559,,119760.52712500001
2019-10-02,,117951.14213017412,,117654.527125
2019-10-03,,119105.46936517413,,118590.527125
2019-10-04,,120836.00365317414,,120161.027125
2019-10-07,,120216.78097317413,,119670.52712499998
2019-10-08,,118599.86471001439,,117861.527125
2019-10-09,,119615.71215001435,,118865.027125
2019-10-10,,120095.02128901437,,119751.52712499998
2019-10-11,,120441.22786551437,,120957.527125
2019-10-14,,120335.05431201437,,120867.527125
2019-10-15,,120763.22122701438,,122033.02712499998
2019-10-16,,120702.08609201438,,121862.02712499998
2019-10-17,,121105.65396651436,,122168.027125
2019-10-18,,121259.83376701437,,121709.027125
2019-10-21,,121610.04676401435,,122501.027125
2019-10-22,,120448.01619801435,,122078.027125
2019-10-23,,120937.38584701433,,122420.027125
2019-10-24,,120767.96355501434,,122658.52712500001
2019-10-25,,119865.36923984814,,123140.027125
2019-10-28,,120218.75787334809,,123851.027125
2019-10-29,,119844.60717584813,,123770.027125
2019-10-30,,120535.69489134809,,124206.527125
2019-10-31,,120231.1917408481,,123846.527125
2019-11-01,,120662.16011634812,,125007.527125
2019-11-04,,120144.9266518481,,125498.02712500001
2019-11-05,,119767.15904957545,,125363.027125
2019-11-06,,120283.88011757546,,125376.52712499998
2019-11-07,,119637.13579670193,,125840.027125
2019-11-08,,119912.44932670188,,126132.527125
2019-11-11,,119767.65481570194,,125903.027125
2019-11-12,,119774.52173470192,,126146.02712500001
2019-11-13,,120054.32211870191,,126222.52712499998
2019-11-14,,120510.42479120192,,126384.527125
2019-11-15,,121338.93310550209,,127307.027125
2019-11-18,,121592.46499050205,,127379.02712500001
2019-11-19,,120847.01148773512,,127352.02712500001
2019-11-20,,120720.83993274954,,126902.02712500001
2019-11-21,,120279.77325674956,,126695.027125
2019-11-22,,120105.85592074951,,126987.52712500001
2019-11-25,,121073.70121124953,,127928.027125
2019-11-26,,121096.44903174954,,128198.02712500001
2019-11-27,,121782.65801774958,,128783.02712499998
2019-11-29,,121253.14801774955,,128337.52712500001
2019-12-02,,120095.77898174955,,127248.527125
2019-12-03,,118922.21291424958,,126371.02712500001
2019-12-04,,119576.62346224955,,127181.02712499998
2019-12-05,,119555.91946624956,,127424.027125
2019-12-06,,120878.36587124955,,128540.027125
2019-12-09,,120632.81339374954,,128157.527125
2019-12-10,,120678.01520074955,,128031.527125
2019-12-11,,121114.92309374956,,128337.52712500001
2019-12-12,,121839.89292789856,,129458.02712499998
2019-12-13,,122289.18574189856,,129548.02712500001
2019-12-16,,122959.23275539857,,130443.52712499998
2019-12-17,,122931.08885789858,,130466.027125
2019-12-18,,122669.6653658986,,130470.52712499998
2019-12-19,,123248.2702448986,,131006.02712499998
2019-12-20,,123789.37902889858,,131645.027125
2019-12-23,,124010.82625289858,,131816.027125
2019-12-24,,124136.1141873986,,131802.527125
2019-12-26,,124631.40295389856,,132500.027125
2019-12-27,,124599.02862789857,,132464.027125
2019-12-30,,124085.2251378986,,131757.527125
2019-12-31,,124470.06071939859,,132054.527125
2020-01-02,,124977.96123539859,,133292.027125
2020-01-03,,124391.66707489859,,132293.027125
2020-01-06,,124977.32921639859,,132824.027125
2020-01-07,,124595.31657289855,,132419.027125
2020-01-08,,125262.01679889858,,133107.527125
2020-01-09,,125887.58322889855,,133998.527125
2020-01-10,,125554.63468289856,,133607.027125
2020-01-13,,126528.30891189857,,134543.027125
2020-01-14,,126686.99876089857,,134336.027125
2020-01-15,,126856.77240839857,,134642.027125
2020-01-16,,127943.22888139852,,135749.027125
2020-01-17,,128424.64495189855,,136221.527125
2020-01-21,,128263.5091782039,,135924.527125
2020-01-22,,128373.66632620391,,135951.527125
2020-01-23,,128463.52014870389,,136136.027125
2020-01-24,,127436.9347577039,,134885.027125
2020-01-27,,125649.4780897039,,132734.027125
2020-01-28,,127127.35364120391,,134115.527125
2020-01-29,,126871.95617170392,,134007.527125
2020-01-30,,126798.84731520392,,134421.527125
2020-01-31,,125373.6463057039,,132014.027125
2020-02-03,,126517.57555435391,,132986.027125
2020-02-04,,128431.24607035388,,135011.027125
2020-02-05,,130527.46780590479,,136559.027125
2020-02-06,,130818.4313034048,,137009.027125
2020-02-07,,129806.21613190479,,136316.027125
2020-02-10,,130439.60582690481,,137342.027125
2020-02-11,,130703.19161465479,,137558.027125
2020-02-12,,131699.8349004048,,138449.027125
2020-02-13,,131896.3628709048,,138336.527125
2020-02-14,,132356.93206490477,,138512.027125
2020-02-18,,131980.46271340476,,138156.527125
2020-02-19,,132836.08070240478,,138809.027125
2020-02-20,,132107.5630814048,,138264.527125
2020-02-21,,130603.5711933938,,136811.027125
2020-02-24,,126750.0346107275,,132288.527125
2020-02-25,,122974.26638306398,,128256.527125
2020-02-26,,122597.49145626399,,127851.52712499998
2020-02-27,,118076.80077461548,,122145.52712499998
2020-02-28,,119030.3510486033,,121547.027125
2020-03-02,,122298.92106241154,,126740.027125
2020-03-03,,119428.61015200036,,123221.02712500001
2020-03-04,,123284.73618476071,,128445.52712499998
2020-03-05,,119066.44551087679,,124121.02712500001
2020-03-06,,116786.30362680677,,122037.52712500001
2020-03-09,,109691.9578294358,,113379.527125
2020-03-10,,111325.52792009531,,118338.527125
2020-03-11,,106643.97677166403,,112529.027125
2020-03-12,,99548.78494604345,,104730.527125
2020-03-13,,101962.15212584042,,110868.527125
2020-03-16,,93792.47596307976,,98916.527125
2020-03-17,,93651.46585613009,,104303.027125
2020-03-18,,89327.98668251176,,96711.527125
2020-03-19,,92061.78861340151,,98705.027125
2020-03-20,,88132.16530368748,,94686.527125
2020-03-23,,86959.20856268218,,91914.527125
2020-03-24,,93649.08068841537,,99884.027125
2020-03-25,,96376.33177862347,,101859.527125
2020-03-26,,100028.59243160421,,107696.027125
2020-03-27,,96610.18216171343,,104834.027125
2020-03-30,,97326.03839550959,,107957.027125
2020-03-31,,95191.77475348071,,106220.027125
2020-04-01,,90799.73005676124,,101553.527125
2020-04-02,,91562.318332811,,103983.527125
2020-04-03,,90749.0742530186,,102341.027125
2020-04-06,,97216.96711336084,,109266.527125
2020-04-07,,97980.37099706991,,109446.527125
2020-04-08,,100838.88838256992,,113087.027125
2020-04-09,,102916.5654714283,,114828.527125
2020-04-13,,101796.2302989283,,113762.027125
2020-04-14,,104432.19733528342,,117132.527125
2020-04-15,,102648.72467867397,,114635.027125
2020-04-16,,103696.69586035806,,115134.527125
2020-04-17,,105873.72049162858,,118262.02712499998
2020-04-20,,103109.15088062859,,116291.027125
2020-04-21,,100582.16321363197,,112745.027125
2020-04-22,,102745.39471263198,,115166.027125
2020-04-23,,101922.00558106048,,115152.527125
2020-04-24,,102563.8284015605,,116754.527125
2020-04-27,,103349.9254815133,,118491.52712500001
2020-04-28,,102032.64364151332,,117911.027125
2020-04-29,,104050.25091135073,,120989.02712499998
2020-04-30,,104037.82077500274,,119949.52712499998
2020-05-01,,102277.27309122686,,116732.027125
2020-05-04,,102958.12830922684,,117042.527125
2020-05-05,,103855.28830922686,,118100.02712500001
2020-05-06,,103290.958404808,,117353.027125
2020-05-07,,103768.29819471402,,118739.02712499998
2020-05-08,,104835.5622796689,,120723.527125
2020-05-11,,105598.16880716888,,120768.52712499998
2020-05-12,,104405.4191201689,,118266.52712500001
2020-05-13,,103799.41817644973,,116178.527125
2020-05-14,,104069.29739256621,,117641.027125
2020-05-15,,104352.4395970662,,118158.52712500001
2020-05-18,,105411.4574988153,,121727.02712500001
2020-05-19,,104159.5333903153,,120602.02712500001
2020-05-20,,105119.2733903153,,122591.027125
2020-05-21,,104282.94260997517,,121682.027125
2020-05-22,,104526.71490697516,,121947.52712499998
2020-05-26,,104422.27258283627,,123482.027125
2020-05-27,,105519.4949058363,,125277.527125
2020-05-28,,106421.92115183629,,125079.527125
2020-05-29,,107956.55229720417,,125664.52712500001
2020-06-01,,107862.45631820417,,126060.52712500001
2020-06-02,,107673.86082120416,,127149.52712499998
2020-06-03,,106758.60703770418,,128801.027125
2020-06-04,,105806.41726470416,,128490.527125
2020-06-05,,106213.2628171105,,131816.027125
2020-06-08,,106587.03485061048,,133364.027125
2020-06-09,,107413.90412536048,,132455.027125
2020-06-10,,108377.65862736428,,131667.527125
2020-06-11,,104475.73725124636,,124098.527125
2020-06-12,,104660.298227001,,125619.527125
2020-06-15,,105656.47422955651,,126749.027125
2020-06-16,,106681.23305405656,,129075.527125
2020-06-17,,107272.70145886394,,128625.527125
2020-06-18,,107600.85755286393,,128666.027125
2020-06-19,,107749.99362436395,,127896.527125
2020-06-22,,108290.46362436394,,128778.527125
2020-06-23,,108616.33231311393,,129332.027125
2020-06-24,,106694.48942961394,,126105.527125
2020-06-25,,107454.71990888109,,127365.527125
2020-06-26,,105593.70735387923,,124395.52712499998
2020-06-29,,107216.69491983746,,126249.52712499998
2020-06-30,,108784.74543483746,,128063.027125
2020-07-01,,109961.39923516696,,128738.027125
2020-07-02,,110181.85685166696,,129408.52712500001
2020-07-06,,111454.00049766696,,131406.527125
2020-07-07,,110460.32823166694,,130065.527125
2020-07-08,,110940.43823166695,,131055.527125
2020-07-09,,110516.0022216348,,130407.527125
2020-07-10,,112370.71525763482,,131667.527125
2020-07-13,,111495.50050163479,,130497.52712499998
2020-07-14,,113107.8483340175,,132203.027125
2020-07-15,,115171.82127301369,,133467.527125
2020-07-16,,115046.51344946369,,133004.027125
2020-07-17,,115245.8292184637,,133350.527125
2020-07-20,,116595.3194909637,,134417.027125
2020-07-21,,117466.05388547202,,134678.027125
2020-07-22,,118074.64499447799,,135474.527125
2020-07-23,,117345.89537926487,,133868.027125
2020-07-24,,116650.21025726487,,133022.027125
2020-07-27,,117022.15022626486,,134003.027125
2020-07-28,,116708.43466826488,,133184.027125
2020-07-29,,117872.56144726486,,134723.027125
2020-07-30,,117370.37725186034,,134295.527125
2020-07-31,,117435.14989970681,,135299.027125
2020-08-03,,117117.84459409345,,136239.527125
2020-08-04,,118429.96626743606,,136788.527125
2020-08-05,,119857.2455527697,,137630.027125
2020-08-06,,121250.71895652085,,138579.527125
2020-08-07,,120861.94381202085,,138683.027125
2020-08-10,,121057.34891390083,,139092.527125
2020-08-11,,119572.17689640085,,137958.527125
2020-08-12,,121159.00465640084,,139821.527125
2020-08-13,,121873.60336640084,,139614.527125
2020-08-14,,121562.51786590085,,139628.027125
2020-08-17,,122053.90076440082,,140073.527125
2020-08-18,,122427.94898940084,,140352.527125
2020-08-19,,122098.90499540084,,139745.027125
2020-08-20,,122654.07431090085,,140235.527125
2020-08-21,,122796.76398540083,,140708.027125
2020-08-24,,124255.362112882,,142134.527125
2020-08-25,,124754.66500538196,,142652.027125
2020-08-26,,126034.8404304535,,144087.527125
2020-08-27,,125373.74671682218,,144389.027125
2020-08-28,,126118.60363982218,,145316.027125
2020-08-31,,126230.04720328725,,145005.527125
2020-09-01,,127126.09412982193,,146189.027125
2020-09-02,,129538.10852782197,,148304.027125
2020-09-03,,125329.37014420536,,143228.027125
2020-09-04,,123355.98172052612,,141909.527125
2020-09-08,,121496.7000004961,,138147.527125
2020-09-09,,123986.74661499608,,140838.527125
2020-09-10,,122533.83139346901,,138503.027125
2020-09-11,,121848.47797412204,,138485.027125
2020-09-14,,123321.05881462207,,140289.527125
2020-09-15,,124557.87228362207,,140982.527125
2020-09-16,,122992.77568812207,,140469.527125
2020-09-17,,122109.56327262204,,139223.027125
2020-09-18,,120902.91775812204,,137657.027125
2020-09-21,,120897.50543076359,,136140.527125
2020-09-22,,121894.71969151354,,137463.527125
2020-09-23,,119219.69120551355,,134232.527125
2020-09-24,,119618.77619206301,,134601.527125
2020-09-25,,121698.64581856305,,136806.527125
2020-09-28,,123647.13607985797,,139106.027125
2020-09-29,,123424.55139935797,,138350.027125
2020-09-30,,124390.40086786223,,139137.527125
2020-10-01,,124991.16550724956,,140240.027125
2020-10-02,,124546.29740174959,,138953.027125
2020-10-05,,126856.41718808346,,141383.027125
2020-10-06,,125298.09558024482,,139398.527125
2020-10-07,,126841.0637472448,,141810.527125
2020-10-08,,128073.97913325945,,143016.527125
2020-10-09,,128564.25484325943,,144299.027125
2020-10-12,,130238.64799925944,,146639.027125
2020-10-13,,129680.90887625943,,145730.027125
2020-10-14,,128567.71621675944,,144798.527125
2020-10-15,,128487.20267825943,,144636.527125
2020-10-16,,128179.39767633629,,144542.027125
2020-10-19,,126257.9558483363,,142386.527125
2020-10-20,,127049.17276033628,,142872.527125
2020-10-21,,127233.0135558363,,142602.527125
2020-10-22,,127653.53838573386,,143430.527125
2020-10-23,,128412.05002323387,,143835.527125
2020-10-26,,125670.6538006364,,141252.527125
2020-10-27,,125095.58695670028,,140802.527125
2020-10-28,,121231.46248540915,,135965.027125
2020-10-29,,122876.89262591672,,137373.527125
2020-10-30,,121669.81900481478,,135960.527125
2020-11-02,,122126.57206531479,,137418.527125
2020-11-03,,124633.34866131478,,139799.027125
2020-11-04,,125837.15690881477,,143021.027125
2020-11-05,,128393.27532466751,,145739.027125
2020-11-06,,127984.01947616752,,145734.527125
2020-11-09,,132667.74176541463,,147579.527125
2020-11-10,,132653.17781179506,,147354.527125
2020-11-11,,134120.03244979508,,148457.027125
2020-11-12,,132651.6615977951,,147048.527125
2020-11-13,,133935.12228529507,,149028.527125
2020-11-16,,135120.99402429507,,150891.527125
2020-11-17,,134707.0726579507,,150162.527125
2020-11-18,,133477.54030595068,,148259.027125
2020-11-19,,133596.31502895066,,148970.027125
2020-11-20,,133077.19404595066,,147885.527125
2020-11-23,,133776.54111395066,,148790.027125
2020-11-24,,134918.47640395068,,151125.527125
2020-11-25,,135134.44246583976,,150855.527125
2020-11-27,,135425.63624583976,,151364.027125
2020-11-30,,135745.85068333976,,150738.527125
2020-12-01,,137178.32932783975,,152250.527125
2020-12-02,,136729.09775743115,,152655.527125
2020-12-03,,136482.91519493115,,152592.527125
2020-12-04,,136734.47591993117,,153888.527125
2020-12-07,,137049.06591993116,,153632.027125
2020-12-08,,137612.49435593118,,154059.527125
2020-12-09,,136775.01492593117,,152637.527125
2020-12-10,,136223.49924843118,,152678.027125
2020-12-11,,136294.90209243118,,152372.027125
2020-12-14,,135899.7843879312,,151859.027125
2020-12-15,,136485.53739943117,,153798.527125
2020-12-16,,136782.4123299312,,154005.527125
2020-12-17,,137749.94181893117,,154892.027125
2020-12-18,,137646.36142343117,,154280.027125
2020-12-21,,137126.7319084312,,153654.527125
2020-12-22,,136796.64190843116,,153506.027125
2020-12-23,,136548.7376489312,,153587.027125
2020-12-24,,137145.8602584312,,154230.527125
2020-12-28,,137633.71938743116,,155562.527125
2020-12-29,,137369.70873993117,,155315.027125
2020-12-30,,137410.77403693117,,155486.027125
2020-12-31,,138308.05258993118,,156413.027125
2021-01-04,,136407.58920465785,,154208.027125
2021-01-05,,136985.08870365785,,155220.527125
2021-01-06,,136993.82249165783,,156062.027125
2021-01-07,,138441.74025865784,,158451.527125
2021-01-08,,138881.95025865783,,159351.527125
2021-01-11,,138188.94490865784,,158271.527125
2021-01-12,,138399.21394165783,,158253.527125
2021-01-13,,138765.43264665786,,158690.027125
2021-01-14,,137949.19978765788,,158222.027125
2021-01-15,,137150.7846026578,,157007.027125
2021-01-19,,138350.6837733425,,158244.527125
2021-01-20,,140441.4358783425,,160400.027125
2021-01-21,,141357.8370688425,,160548.527125
2021-01-22,,141276.6071433425,,159990.527125
2021-01-25,,142070.49430729705,,160710.527125
2021-01-26,,141484.72077334058,,160382.027125
2021-01-27,,137987.3651717067,,156579.527125
2021-01-28,,139887.89695523493,,157776.527125
2021-01-29,,137324.65214510812,,154694.027125
2021-02-01,,139589.7198341081,,157151.027125
2021-02-02,,142228.82321110807,,159338.027125
2021-02-03,,143673.753595807,,159581.027125
2021-02-04,,145622.61607710048,,161367.527125
2021-02-05,,146415.3054503014,,162002.027125
2021-02-08,,147736.04238230138,,163208.027125
2021-02-09,,148176.91597130138,,163122.527125
2021-02-10,,147974.86900997747,,163064.027125
2021-02-11,,147794.20332797748,,163289.027125
2021-02-12,,148189.99509547744,,164135.027125
2021-02-16,,147621.85399747745,,163986.527125
2021-02-17,,147622.10236147745,,164018.027125
2021-02-18,,147178.66849647748,,163334.027125
2021-02-19,,147294.87280797746,,163014.527125
2021-02-22,,144408.5664898031,,161772.527125
2021-02-23,,144683.47020854222,,161957.027125
2021-02-24,,147644.20630299914,,163761.527125
2021-02-25,,142936.80141765048,,159806.027125
2021-02-26,,143913.6054370898,,158820.527125
2021-03-01,,147374.20140608985,,162753.527125
2021-03-02,,144576.99562358984,,161556.527125
2021-03-03,,141391.62161232837,,159401.027125
2021-03-04,,137874.07258441063,,157425.527125
2021-03-05,,137649.10765977536,,160301.027125
2021-03-08,,133874.1221442042,,159531.527125
2021-03-09,,138829.6373365868,,161795.027125
2021-03-10,,138732.3622883404,,162740.027125
2021-03-11,,143049.2907740874,,164436.527125
2021-03-12,,142253.8801035874,,164666.027125
2021-03-15,,144151.42963708742,,165701.027125
2021-03-16,,143492.41423358736,,165440.027125
2021-03-17,,144632.8287285874,,166007.027125
2021-03-18,,140432.84699308738,,163631.027125
2021-03-19,,141319.5820413033,,163347.527125
2021-03-22,,142356.53004530328,,164594.027125
2021-03-23,,140630.06406001165,,163370.027125
2021-03-24,,138844.7973705117,,162533.027125
2021-03-25,,138781.78876107023,,163410.527125
2021-03-26,,140673.89390707025,,166002.527125
2021-03-29,,139522.3706360702,,165939.527125
2021-03-30,,140634.66732957025,,165494.027125
2021-03-31,,142681.54784557023,,166178.027125
2021-04-01,,145174.54978929023,,167973.527125
2021-04-05,,147370.61065646008,,170385.527125
2021-04-06,,147784.97011162006,,170282.027125
2021-04-07,,147248.7179986201,,170480.027125
2021-04-08,,148198.6421030218,,171290.027125
2021-04-09,,148810.0866685218,,172536.527125
2021-04-12,,148076.47552227182,,172599.527125
2021-04-13,,147451.27965452152,,173108.027125
2021-04-14,,147563.11893052154,,172518.527125
2021-04-15,,147368.77108352154,,174372.527125
2021-04-16,,147287.16970910644,,174953.027125
2021-04-19,,145378.6923529335,,174093.527125
2021-04-20,,143079.4341610574,,172820.027125
2021-04-21,,146548.03881305736,,174453.527125
2021-04-22,,144967.76428955735,,172860.527125
2021-04-23,,147314.2681430574,,174737.027125
2021-04-26,,149051.11850905736,,175101.527125
2021-04-27,,149161.0932866761,,175061.027125
2021-04-28,,147884.7334445972,,175011.527125
2021-04-29,,149076.0824286412,,176127.527125
2021-04-30,,147737.65083314126,,174971.027125
2021-05-03,,147425.71528928066,,175349.027125
2021-05-04,,145850.81420353407,,174264.527125
2021-05-05,,145945.7936100341,,174318.527125
2021-05-06,,146426.44215149744,,175713.527125
2021-05-07,,147739.79388458517,,176991.527125
2021-05-10,,145546.2095360852,,175236.527125
2021-05-11,,144749.3972115852,,173675.027125
2021-05-12,,141643.86271808515,,169985.027125
2021-05-13,,142778.01801568206,,172028.027125
2021-05-14,,145660.8084596821,,174669.527125
2021-05-17,,145501.1965268447,,174206.027125
2021-05-18,,144430.09563934465,,172757.027125
2021-05-19,,143680.8459140124,,172235.027125
2021-05-20,,145102.6594900124,,174071.027125
2021-05-21,,145321.4311635124,,173999.027125
2021-05-24,,147111.8322820124,,175754.027125
2021-05-25,,146798.93495551238,,175403.027125
2021-05-26,,148355.5420045124,,175700.027125
2021-05-27,,150087.1086639295,,175758.527125
2021-05-28,,149493.5171134295,,176181.527125
2021-06-01,,150888.44746230115,,175965.527125
2021-06-02,,149991.0498998012,,176267.027125
2021-06-03,,149133.35590080117,,175610.027125
2021-06-04,,149850.47347630118,,177126.527125
2021-06-07,,149810.02029730118,,177050.027125
2021-06-08,,150420.45378230113,,177068.027125
2021-06-09,,149734.46453780116,,176802.527125
2021-06-10,,149802.12802730117,,177617.027125
2021-06-11,,150576.25739480119,,177909.527125
2021-06-14,,149754.92335330116,,178305.527125
2021-06-15,,149791.51920980116,,177981.527125
2021-06-16,,148833.76894997584,,176987.027125
2021-06-17,,146949.90676253205,,176928.527125
2021-06-18,,144923.50567166362,,174543.527125
2021-06-21,,147443.40318566363,,177041.027125
2021-06-22,,148441.52295566362,,177986.027125
2021-06-23,,149105.69233266357,,177770.027125
2021-06-24,,150456.48686238792,,178823.027125
2021-06-25,,150791.45662488797,,179457.527125
2021-06-28,,150262.90478388796,,179817.527125
2021-06-29,,149950.08430188792,,179916.527125
2021-06-30,,150738.24764565798,,180069.527125
2021-07-01,,151502.56795865792,,181064.027125
2021-07-02,,152029.39808965795,,182450.027125
2021-07-06,,149962.46549015792,,182117.027125
2021-07-07,,148989.54293716195,,182760.527125
2021-07-08,,148292.25329236194,,181271.027125
2021-07-09,,150862.00513386194,,183206.027125
2021-07-12,,151605.19089836197,,183863.027125
2021-07-13,,149839.310310362,,183233.027125
2021-07-14,,148791.19916755235,,183507.527125
2021-07-15,,148012.71950555235,,182882.027125
2021-07-16,,144868.91725610092,,181446.527125
2021-07-19,,142412.008391467,,178769.027125
2021-07-20,,145271.18141846705,,181329.527125
2021-07-21,,148708.69114696703,,182796.527125
2021-07-22,,147895.20029846707,,183179.027125
2021-07-23,,148096.946430467,,185064.527125
2021-07-26,,150406.07715346702,,185519.027125
2021-07-27,,148810.16659046704,,184673.027125
2021-07-28,,149644.13534246705,,184596.527125
2021-07-29,,150559.15363608408,,185361.527125
2021-07-30,,149577.1471275841,,184461.527125
2021-08-02,,149101.52759403083,,184074.527125
2021-08-03,,149886.3221089922,,185573.027125
2021-08-04,,148879.6122514922,,184659.527125
2021-08-05,,151025.5052504922,,185829.527125
2021-08-06,,151859.7711444922,,186135.527125
2021-08-09,,152038.25188238794,,185987.027125
2021-08-10,,152758.1718996286,,186216.527125
2021-08-11,,152755.88002575422,,186680.027125
2021-08-12,,152704.11020575417,,187238.027125
2021-08-13,,151829.7433842542,,187580.027125
2021-08-16,,150802.96191809824,,188021.027125
2021-08-17,,149821.35833429394,,186788.027125
2021-08-18,,148353.55288829523,,184745.027125
2021-08-19,,148664.12187838258,,185028.527125
2021-08-20,,150143.7696023826,,186500.027125
2021-08-23,,153025.6052183826,,188142.527125
2021-08-24,,154427.9843807504,,188439.527125
2021-08-25,,155178.98262901488,,188835.527125
2021-08-26,,154329.04805401486,,187719.527125
2021-08-27,,156051.58915339367,,189398.027125
2021-08-30,,156812.78935239365,,190230.527125
2021-08-31,,156680.45648839365,,189951.527125
2021-09-01,,156633.54186289367,,190050.527125
2021-09-02,,157643.85916339364,,190635.527125
2021-09-03,,157705.99935739365,,190590.527125
2021-09-07,,158083.38935739367,,189906.527125
2021-09-08,,156710.16357489367,,189677.027125
