,v1  CLS price,—   CLS price+v3,v4  CLS price+insider,—   CLS price+v3+insider,v2  REG price,v3  REG price+v3,—   REG price+insider,—   REG price+v3+insider,mom 20d,SPY
2022-02-04,92731.3422863218,93773.21500604236,92816.26382958068,98120.15065016449,94847.49461071554,104824.09915793373,96353.67131782934,100679.20135715477,97879.0049213107,93618.0036585
2022-02-07,94283.1628088218,94073.76848354234,92756.85093758069,98382.89711616449,96768.84845771556,105393.29915793374,96421.93880382934,102058.67135715477,98843.1296973107,93319.6536585
2022-02-08,94607.48948482178,94536.55848354234,92477.41662258067,98632.75180716447,97298.47456771554,104465.69356687772,96603.17120382935,102085.2748648625,97035.97841431071,94084.31365849999
2022-02-09,95235.81786267551,96157.37275062595,93834.22586508066,100597.11575665021,96886.72431771555,106695.20520337771,97569.60804682932,103813.67687486249,98092.8695643107,95456.7236585
2022-02-10,94634.72727067552,95585.81780112596,92287.66921508066,100217.26070265022,96061.37431771554,106459.0079473777,96774.19364682933,103003.86325403288,97744.17646881069,93746.1836585
2022-02-11,95495.25727067552,97067.62841912595,93249.93395258067,101443.30802115022,96685.87322171556,108658.26600887773,96924.16660078175,102077.5975210329,98683.1722938107,91905.2536585
2022-02-14,93946.7072706755,95055.56736212595,91791.37847258066,99126.69056615022,96042.02469571555,105239.21600887772,94674.56743978175,100661.6904765329,96917.78229381068,91604.6936585
2022-02-15,93722.0154206755,94524.76927613796,91182.14662258068,99249.1005661502,95788.65773171555,104687.80969501403,94596.55963219189,103655.32047653288,96546.87229381071,93076.55365850001
2022-02-16,93740.7311626755,94949.86196363796,91784.00332658067,100351.73075815022,96344.78790421554,105218.70890801403,95521.0294051919,104205.29541575088,96931.0560828107,93180.4236585
2022-02-17,92973.13431867551,94418.61269863794,91809.20332658068,99628.5298141502,96259.58520021556,105072.25045051401,94621.3194051919,103019.07870825089,96142.4315573107,91198.05365850001
2022-02-18,92564.39142267552,93347.41386769162,91618.04742508067,98931.9598141502,95994.90762771555,104259.65550301402,93270.7306401919,101294.1791212509,95534.94426831027,90610.1936585
2022-02-22,90080.60077140489,92161.76140659416,89844.36233185936,97747.4485356502,94440.03271371555,101528.22411412984,90254.94726291162,98510.37313590966,94314.33345643294,89640.0036585
2022-02-23,89154.5371185937,91452.48380159416,89637.90865985936,97387.07114617611,94083.83437121555,102410.96793112982,89406.23447391161,97553.80350415086,93175.03700793296,88079.7436585
2022-02-24,91830.46132959367,90450.38896609416,89911.26855135936,96753.5867381761,93610.97752721555,101153.78627753073,88371.45620141161,97213.40412236743,91426.51674796565,89310.7136585
2022-02-25,94137.40658398767,92378.90564459417,92587.78589885935,98822.89181717612,96050.33565471554,104783.67201453073,89949.8260784116,100332.03141241301,93997.78747096565,91341.7036585
2022-02-28,96025.10414549062,93991.72191700549,94187.81370385937,102604.48446817612,95525.97465529195,107592.95106912419,91658.55452502883,103988.35771591302,95923.44892934657,91107.4436585
2022-03-01,95383.87088749063,92629.90002550549,93263.63854635936,102472.56865757375,93259.24825450742,107349.9174951242,90512.37479520311,103713.45677559602,95423.3160587445,89726.1936585
2022-03-02,97435.04772891894,94600.90023068433,94764.01400010503,104905.06877157376,96027.97266000492,109846.4379969682,91802.5859932031,105117.00371509601,97038.3330397445,91370.4336585
2022-03-03,96789.02971591895,94593.78445421794,95023.42206760503,104990.95944559063,95493.34314550493,110396.1526439682,90442.07599320308,104369.92371509603,95626.77139814213,90917.3836585
2022-03-04,96477.49118341896,94193.83688155917,95298.9661230195,105832.18220009046,93681.60612289894,113212.00445629674,89265.43705378099,104981.85780609601,95323.24556811279,90181.4536585
2022-03-07,94972.63778281964,92152.43460780481,93967.94166636707,106018.8287055359,91198.02318747231,114450.00726665882,86938.2279577093,105046.62086682391,94251.24360463701,87531.6636585
2022-03-08,96222.10163296331,91939.47883280482,94737.1804583175,106568.6158700359,90709.0646834723,113230.12105665883,86560.8318192093,104981.40675282391,92496.837419637,86870.8736585
2022-03-09,98510.79636646331,94854.64883280479,97109.75249456748,107502.37376206667,90659.07195447481,111183.9981629485,90345.2899119328,107003.9667528239,91309.45115043844,89191.3736585
2022-03-10,97880.42091918841,94502.1988328048,96128.09670306748,107571.38523556666,91121.80403647482,113782.97275650725,90115.02245993279,107516.00675282392,93388.06973968845,88789.1536585
