,v1  CLS price,—   CLS price+v3,v4  CLS price+insider,—   CLS price+v3+insider,v2  REG price,v3  REG price+v3,—   REG price+insider,—   REG price+v3+insider,mom 20d,SPY
2022-03-11,96273.14909428378,93743.79583181368,94035.72462706748,105549.29523556668,90536.80256547482,111874.77635150723,88935.0250634328,106093.95224082391,93021.55973968844,87664.2636585
2022-03-14,96056.20030857145,94021.05124281367,92772.42481531901,103669.96523556666,89981.47297927641,108478.56510242552,87666.2791232395,104735.07813082391,90094.94855155569,87025.5736585
2022-03-15,97465.69725443906,95569.46124281368,94853.88907281902,105385.02861373403,89683.24622927642,107532.28935042549,89568.59047523951,105445.70708129134,89106.5793622359,88932.80365850001
2022-03-16,98399.17055130866,96898.75668281369,98000.8853575747,108126.4761078298,89504.24313627642,106503.6313129255,91601.14432684224,108114.66406735913,88076.59306673589,90897.4936585
2022-03-17,100875.73283380865,97708.35913081368,99585.8373810747,110131.8658138298,90579.93781177641,110464.3545779255,92520.24371134726,110772.44544658603,90274.28807473593,92031.2236585
2022-03-18,101487.99589330866,98136.96728081367,101464.60898380715,111824.1080392532,90716.04625377641,110245.80909792549,93414.67839534726,111178.27297546345,90457.7955384784,93036.77365850001
2022-03-21,103421.9749327989,98538.95336289905,100088.22645280714,111009.02356425318,93005.95625377641,114665.90917425073,94143.4552056998,113337.11450913205,91412.55865743643,93008.0436585
2022-03-22,103643.37961129888,98362.58265689905,101286.68183880713,112103.91972082443,92527.6826547764,113782.17722475073,94565.62034019979,113657.71957569258,91345.47957893644,94093.1536585
2022-03-23,103130.64794795032,97718.29022289906,98697.89417580713,109630.68296682443,93609.59817210215,115774.50491275074,94842.52680919979,114364.76738669256,92678.00158343643,92886.4936585
2022-03-24,104214.6797789503,98880.05022289905,99307.54744730712,110477.43820032442,94773.22466160213,115997.88363340849,95933.12828619976,115221.97738669257,93370.15870343643,94281.0036585
2022-03-25,105478.83494995031,100354.96022289903,99373.71910280712,110622.34484632443,95720.80646010213,118377.1666819085,96606.55314919977,117045.21738669257,94392.41740343644,94740.6836585
2022-03-28,105919.75495595032,100356.49144889905,100281.33910280713,111613.59484632444,96118.97538410214,115568.52660090847,96358.36685669978,115537.62266169259,92638.25740343644,95397.05365850001
2022-03-29,107856.45961320135,102010.32676939903,102144.12342280713,113557.75484632445,96350.78791357714,114590.6807964112,97286.28020769979,116894.89866169258,92695.41099045787,96583.8236585
2022-03-30,107464.91888720136,102149.97676939903,100881.69283880712,112412.02203032444,95920.99176557714,115026.25673191118,96925.2003916998,117268.90866169258,92370.26306295788,96011.4336585
2022-03-31,106386.73925120136,101876.78811339904,99145.65759132849,111029.18851877312,95723.77783057715,113841.3157849112,96308.72343173067,116254.92751869258,92651.41698695788,94521.89365849999
2022-04-01,107224.55595920136,103119.82290339904,98589.0169613285,110921.10500727312,96277.32800857714,115387.42844491117,96141.40249823067,117150.02847769257,93317.85829895426,94787.09365849999
2022-04-04,107347.44643120136,103123.93205967714,98999.8776263285,111199.42963227312,96247.60149257713,115149.86027691117,96871.49569823068,118090.04770469257,94830.51888545426,95598.1636585
2022-04-05,105096.33241270139,102156.09356067714,97063.2953008285,109940.66139327313,95127.37565525374,112979.81451382625,95081.68564323067,116880.39364569259,92819.65651995425,94393.7136585
2022-04-06,104209.85994320136,101157.92202701367,96145.34828056942,109809.37200827312,95463.77118775374,113187.13972682624,93606.18203848714,116564.68600492775,91789.84140767233,93452.2536585
2022-04-07,104468.01059967205,100924.31623776366,96032.95178147627,110713.60381827314,95252.83102775371,113981.83398682624,93947.73548098713,116431.62551292774,92104.98625567234,93922.9836585
2022-04-08,105020.97729017204,101184.51215584647,95378.56231826259,110745.04566027311,95792.85746912501,114326.90896132625,93921.77572048713,115513.89551292775,91808.28675190089,93671.0436585
2022-04-11,104196.8112137633,100101.79243884647,94524.14010774167,109645.99849669795,95352.69745624866,113271.10209042857,93191.85900298713,113536.04266570276,90823.88525544973,92075.4236585
2022-04-12,104549.3217932633,100151.60398084647,93835.13291974168,109576.32257669797,94676.14416324862,113118.88841442857,92580.19870098712,112890.19898370275,90447.40907494973,91737.2936585
2022-04-13,105431.91316326329,100592.35933834649,95031.91951974167,110993.30257669796,96677.49928824864,114168.63445192856,92732.35597418231,113202.5179369903,93123.73074294973,92782.6236585
2022-04-14,104492.93670726332,99483.90184024502,93280.7167845885,108981.79322669795,95328.52885324864,113565.32589992856,92241.33627198829,112893.9937849903,92519.07367762964,91631.2136585
2022-04-18,104495.15114176329,99610.52400824502,93216.68845050187,109618.6565961958,95057.54054407564,112832.46589992856,91677.26503198825,113051.39378499035,93864.92612033065,91668.7836585
2022-04-19,106791.8216867633,101278.342753245,95820.52513650188,112410.19334719582,95768.19313507565,113063.58463592855,93167.22503198824,113649.18278499032,94191.57936733063,93145.06365849999
2022-04-20,106659.47864676331,102117.82684956516,96037.22548511029,112378.80804819579,95514.04168007565,113058.02966192857,93689.35503198826,113865.83467799034,93661.26936733065,93076.55365850001
2022-04-21,104504.7255617633,101872.10311442654,93535.76835452317,109800.10410319579,95751.55060041053,110449.11524087642,92724.87742798826,110504.7010134382,93283.05158815563,91688.6736585
2022-04-22,102109.96167735787,99530.13180817559,92306.19622902319,108059.59289222807,94233.08471291051,108904.67814887644,91796.76336148827,108211.70561365137,91807.24083836866,89180.3236585
2022-04-25,101446.00683620448,98909.28535964688,93140.39477327319,107967.34250171833,94577.22677586123,109230.10029137642,92318.05242098827,108815.93035301582,91690.99091603456,89697.4636585
2022-04-26,99618.65177070447,97447.50062364688,90680.98142757552,106226.09582171834,93456.49060786123,106381.53645987643,91453.38830898827,105112.79889501585,89006.47097692158,87107.34365849999
2022-04-27,100139.56828866777,97883.48214764688,90918.3076855755,107034.03567371835,93408.44866136121,106237.84957778695,91809.23548748824,104973.59547242636,89356.3246239216,87352.6536585
2022-04-28,101902.59762366778,98511.66506626784,92358.08310720052,107592.28567371835,94407.45705736123,108881.33405078696,93228.81548748826,107660.63535244815,90626.78462392159,89551.6036585
2022-04-29,99403.88296766779,96241.73104276786,89849.48909520052,105308.08567371835,92614.84453436121,105193.00405078696,91156.7343974089,104184.79945444813,89018.37074592158,86252.0736585
2022-05-02,98595.26903323342,95159.05236764139,90443.10743820052,104411.80718305052,91256.06950636666,105441.46405078696,91429.2992174089,105085.55945444814,88853.25810192157,86769.2136585
2022-05-03,99760.74159923344,96099.1415361414,90603.28254620051,105488.11261955052,91597.93326036667,106418.74395278697,92203.7226324089,105789.26945444815,89699.21810192156,87167.0136585
2022-05-04,102420.88084700669,98007.5084261414,93259.2637370713,107754.52618155054,93160.41962036665,108597.55392442166,94015.4104066123,108372.45041942048,90974.35810192158,89812.3836585
2022-05-05,100734.42815350667,96732.00490414139,90106.02972418371,104463.88986341859,92637.91962036665,105749.28950042166,91391.29119361228,104195.22074793908,89136.44810192157,86629.9836585
2022-05-06,101626.26815350668,98354.9759256414,88717.22608168372,104039.18274096554,92642.151199703,104506.0526295354,91461.95119361229,104449.98861849614,88025.93291727008,86115.05365850001
2022-05-09,100470.34051800669,94881.50870365978,85362.56151768618,100344.24401401455,92512.52691086731,102813.77441761465,89738.40753476165,99584.6274759113,86670.0579210468,83368.02365850001
2022-05-10,99884.13947800668,94584.37145415977,83567.7341312549,99741.05540176295,92077.74485036731,102124.75363217306,88708.86356589301,98662.79133096967,85841.49651488879,83560.2936585
2022-05-11,99889.46974950668,94764.24028715976,81713.04218398935,97751.82871093688,91912.6185333673,99990.66691339693,87754.100028393,97065.05575909499,84970.35540207289,82238.7136585
2022-05-12,99967.28289600668,93781.71354715977,81517.49326979196,97412.00913275965,91945.54493436731,101025.91511559433,87912.46002839299,96478.56922949689,85420.87678257289,82152.52365850001
2022-05-13,103294.76660526692,97486.27863272495,84550.24761504197,100393.99656575966,93233.52985436731,103330.3365255277,90703.880028393,99279.09938941155,87122.4467825729,84108.3736585
2022-05-16,103034.01632215225,98528.29758872594,83008.40522354195,98842.41656575963,93510.64985436732,103230.26478852771,90549.58243213821,99072.63093329688,87935.9816315729,83768.0336585
2022-05-17,104193.62369365225,99780.60695972593,84765.08120804196,100830.96536225965,94171.6580898673,105005.08478852769,91760.51877813818,99617.43590079689,89301.41986457289,85485.2036585
2022-05-18,99409.99324913642,95702.01396245108,81615.35310804198,96857.39618434897,90107.48324051502,100689.89072419924,87065.83697559335,95642.9738706158,86279.76294210085,82053.0736585
2022-05-19,99451.80439040775,95083.35177826733,82188.17710804197,97766.79483284894,88760.68565662026,101039.27804383036,86091.65768959335,97845.5243471158,86145.79515848578,81551.4036585
2022-05-20,99080.84512290773,94121.4244901012,81820.20010804199,97501.39409284896,87997.31233639117,100411.04794783036,85432.25736926345,97362.88434711579,86042.60064348577,81586.7636585
2022-05-23,100084.90512290774,96108.9143261012,82131.73910804196,98363.60814284897,89115.00791239116,102554.48931586198,86611.89823026344,98538.81612711579,86768.42207848576,83107.2436585
2022-05-24,98546.04166050961,95170.1850728943,78995.90213338968,96313.11390132741,89421.19130539114,101605.20217061198,85885.45540613253,96595.93315694592,86995.44688098578,82475.1836585
2022-05-25,100578.84991975962,96397.7451553943,82023.25067738969,98015.7746893274,90014.38200139116,103360.44295061198,87703.78796163252,99102.51414244593,88071.78650520615,83202.27365850001
2022-05-26,102851.76584698442,97589.51166785839,84615.30315666867,100393.44042868007,90954.43973639116,105641.94295061196,89216.97011736706,100391.24281830755,89470.35128920616,84857.56365849999
2022-05-27,104864.63935432943,98625.89494472738,86658.35765667286,102409.03310852876,92516.88176039116,107197.61054331358,91235.4719926823,101540.92840623458,91743.41603283628,86932.7536585
2022-05-31,104548.64556532941,98465.22506922737,85958.50604307963,102199.99160129749,91761.34066892197,106913.99636756918,90170.81013018229,100862.61730323457,90874.1095407522,86446.55365850001
2022-06-01,103414.30934882941,97432.61376672736,85020.72387007962,100311.05825729747,91639.94180492198,107266.78900606919,89847.3051111823,100034.70911323457,90744.95691693394,85750.4036585
2022-06-02,103674.21934882943,97668.88376672736,86916.69124691658,102298.67090929749,91966.90180492197,107628.69564606919,91144.70170518229,101325.23911323457,90973.39659093393,87365.9136585
2022-06-03,102969.20349282943,97071.60632172736,86049.48181341658,100867.43695329747,91688.45284992197,108565.12720906918,91015.84841318229,100696.14061423455,91701.43111893394,85949.30365850001
2022-06-06,102784.46056882943,96925.27787072735,86006.07181341658,101239.37664179748,91455.38822992197,108391.37290906918,91449.7710071823,100547.53038823456,92051.1206189006,86210.08365849999
2022-06-07,103751.20202632943,97900.67226072737,86697.98181341657,101565.17526679748,92426.39115692196,110993.11063906916,92392.5945801823,101857.91038823455,93050.5944824006,87032.2036585
2022-06-08,102072.25202632941,96501.54160872738,85656.08181341657,100445.41563679746,91753.16706192197,110802.20999656917,91502.5069551823,100882.92382621739,92047.3944824006,86090.7436585
2022-06-09,99961.72202632943,94458.43160872736,83934.39933591659,98309.02709279748,89796.37191492195,108018.28119156917,89159.17523511116,98096.45053977697,89826.4144824006,84050.9136585
2022-06-10,99225.19675032943,94050.53895222736,83125.07827584451,97654.36912676148,88320.33964418636,106028.68119156918,87117.40191837557,96342.62335714721,87618.89775307589,81622.1236585
2022-06-13,96989.34780597268,90876.27096675853,81790.06950941717,95616.57904058989,85835.81222561517,101728.66917667448,83846.33069174568,92722.02363660227,84607.97235439686,78534.7536585
2022-06-14,96050.39734939554,89854.25469575853,81610.9248062423,95045.59781661753,84873.03031463546,101339.20623370551,83484.88342724569,91706.10010054702,83800.70178639685,78300.4936585
2022-06-15,94636.13451343866,91741.70445934229,83490.96036424232,96308.63212461752,85095.77076333307,102205.48364342767,82748.7785580063,91176.96252254702,84592.88233228802,79412.1236585
2022-06-16,91348.47823279974,87282.16794564875,80061.9003642423,93138.76704925667,82919.83464433308,98739.17806083598,80321.54963300945,87147.35862725509,80350.19853381123,76793.27365850001
2022-06-17,88486.71262355853,89176.17305064875,81392.9597002423,94474.56210525667,81923.49732949669,98307.91107768539,79995.29324065332,86355.85243051963,82366.16083681125,76959.02365850001
2022-06-21,90444.81543155851,89999.03710112403,82364.83942624231,95402.00205125668,83104.7700129967,100168.86445668538,82166.09602165333,88338.23386701963,84381.07083681124,78888.3536585
2022-06-22,87810.41882205852,90867.63770912404,83498.53596558615,96370.3657512567,83391.09622999669,100363.5944566854,82298.25602165333,88931.67386701962,84232.13083681125,78744.7036585
2022-06-23,85561.0469290716,92616.19127078197,84230.59218276227,96504.9027266559,84565.90127299669,100838.49937422443,83068.50957524026,90451.07386701963,85946.25855042871,79513.7836585
2022-06-24,85836.11238407159,95460.1800749597,86796.81351352425,99653.0580156559,86715.0512729967,103449.47341825812,84808.93944905876,92535.93882125319,87327.76384621323,82033.1836585
2022-06-27,88417.78238407159,96103.40653495971,87336.01533902425,99686.83262515592,86709.05127299669,103646.30959125812,85055.35534005876,92659.00391875318,87185.27121327304,81719.36365849999
2022-06-28,90490.35238407158,94837.58065445969,86325.54751002425,98975.4845841559,84959.05127299672,102576.27959125812,84205.82534005876,91636.12144025319,84402.46297898101,80057.4436585
2022-06-29,86930.9990310716,93903.75515495971,85020.325918816,98603.62614115591,85033.73043599671,102426.00140525812,84505.14567205876,93012.93463025319,84128.04743298102,79991.14365849999
2022-06-30,85519.42637705509,92789.60885803383,84163.09905331601,97778.32588215588,84305.59610049671,101631.66223025811,84937.37674105876,92922.33688271334,83709.37264498102,79345.8236585
2022-07-01,86202.70837095115,93590.2920074914,85463.200414816,98397.9593083103,85201.5261004967,103128.3004777581,85577.72674105875,94535.95671921334,84221.13216998102,80181.2036585
2022-07-05,83271.43117823069,93718.4387403744,85302.45159000333,97951.08343577357,84877.0161004967,102624.02017575811,84726.18283105876,94187.60855621334,84292.56957498103,80331.4836585
2022-07-06,82400.40536948162,93344.71551437437,84649.81236750331,97458.04671077357,85159.0554919967,102738.38760462531,85156.35099305875,93498.19644071333,84702.50119248102,80601.1036585
2022-07-07,83077.31467798162,96425.58830945655,87111.76236750331,100354.74025077358,85377.33164199672,102856.24592812531,85703.08224505873,94079.13247671332,86161.23131134365,81803.34365849999
2022-07-08,83135.92467798162,95806.42481212162,86870.27839550332,99674.32863077358,85535.14884599671,101965.3059281253,85784.35224505875,92846.87247671332,86228.39296734365,81737.0436585
2022-07-11,82751.96581498161,93831.03145262164,85900.22111050332,97614.66001377358,85640.81061099672,101983.94597512533,85397.07976505875,91881.71827401692,85796.09296734363,80806.6336585
2022-07-12,81765.53315048163,94242.63500612162,85784.07023650332,96696.01412227357,85334.7006109967,102452.17309612532,85004.98123255874,91533.67430742114,84723.41296734364,80095.0136585
2022-07-13,81973.55315048163,94246.12795362163,85333.69912935575,96114.21106882159,85430.70061099672,102537.21248344844,84523.60108855875,91696.55974242113,84463.35296734364,79675.11365849999
2022-07-14,80085.32578020202,92562.2565580997,84306.80345935575,94597.61249376398,84550.22061099671,101401.65332344845,83230.24396805876,89572.67922742113,83452.86803552973,79482.84365849999
2022-07-15,81170.90788720202,94842.28778309972,85593.29650335574,96522.67237876398,85221.12209899671,102085.9097690401,84836.30357105874,91155.86670596429,83929.19349102973,80994.4836585
2022-07-18,81950.51520920203,95682.5238880997,86052.31659985574,96977.17972076399,83753.1338394967,101071.6356320401,84331.62027705874,90955.39372147157,82795.65460402973,80329.27365850001
2022-07-19,83633.0829116118,98086.13825516828,88970.71429611742,99205.464707764,83837.92414033554,103621.62268354009,86254.25027705873,93546.50915347159,84320.96139152971,82490.6536585
2022-07-20,83553.6534096118,98518.51055216827,87903.33940995851,98631.042387764,83131.73556283554,104305.99278754008,85784.69812180474,93583.16375155852,84115.88650702972,83014.4236585
2022-07-21,82170.5599291118,98084.39055216828,87662.38428545851,98385.62291376399,82975.55524733552,105700.9241250401,85783.46544630472,95510.72494455849,85395.60686052972,83856.4336585
2022-07-22,81688.29726311179,97428.64045078872,87892.75437286805,98455.5870044044,82780.30577433552,104911.34207464085,84620.61294233578,93970.68517321299,84785.80686052972,83082.9336585
2022-07-25,83212.5572631118,98195.61051379058,88705.83832386804,98834.28074938722,83050.62572433554,105480.49442664086,84398.56779458284,93556.24359550157,84688.29686052972,83182.3836585
2022-07-26,83380.03877003162,97605.95643429057,88659.41392334284,98661.92909188723,82888.17833726898,103549.18581322176,82822.34631858284,94083.27623250155,83994.84686052971,82201.14365849999
2022-07-27,84253.22562703161,99370.18482929056,90254.82020659283,99710.02749988722,84313.99748976898,105467.12606722176,85242.05715858284,96630.60038567217,84645.35686052972,84327.1636585
2022-07-28,84471.64562703163,101188.68268229057,92124.2204780521,100330.38958688724,85124.92748976898,107120.00938672177,85973.07470858285,97874.19408167216,85557.59456804178,85374.7036585
2022-07-29,85406.07952703163,101730.72980721277,92717.74359921571,101385.06667534518,85369.207489769,106745.41157194405,86338.97906008284,98758.8208403689,85275.0139050418,86621.14365849999
2022-08-01,85012.77735203161,101730.16900921277,92468.1984952157,100582.21987334521,85370.46323276899,106459.46818544407,86976.67667158283,98952.77677636888,85411.6750780418,86366.9936585
2022-08-02,84668.33517703162,101576.48861371278,92926.76261251219,100490.77739134521,84920.10032326898,107140.65613261356,87354.78345658284,98847.4497238689,85851.31012154178,85799.02365850001
2022-08-03,83755.16754053163,101413.20215903752,94742.0774225122,99551.5282508452,84970.46938826898,107928.31862751179,88938.09678502244,97950.85229686889,87734.26508554179,87138.2836585
2022-08-04,82270.60889405655,99588.54024165275,94434.61705139876,98278.38446246044,84657.89653980175,107193.70447051179,88939.32917975592,97498.24780586892,88241.8980265418,87078.61365849999
2022-08-05,83770.33621941617,99854.45252965276,95055.88453891329,99869.31928696042,84858.07175553484,107670.94594294182,88740.05795725594,98334.31434614037,87493.8118344538,86932.7536585
2022-08-08,84436.72406691617,100507.02482665276,95791.44593741329,101039.44537946042,84823.82490003483,109675.68669651588,88779.67966035017,99699.45555764037,87792.80534652201,86831.09365849999
2022-08-09,87173.47916717424,101527.31273765277,95299.51593741329,99384.88074180637,82956.30996340427,107238.02357701588,88088.03635635016,97165.10823664037,85006.96482007238,86488.5436585
2022-08-10,87016.74411667425,102689.71014465277,97407.74593741329,101443.39115980636,84747.28211190428,111660.2202076707,89982.97635635016,100767.11060164035,87957.91163257236,88298.5336585
2022-08-11,87442.48055967425,104470.38438115276,98207.23315591329,102752.50473280635,84428.47852390428,112573.14844467069,89623.79635635015,101936.78267164037,87803.97163257237,88298.5336585
2022-08-12,88805.38731117424,105285.89388365277,99566.80579891328,103795.93593280636,85345.35651140427,113496.07480717069,90785.79635635014,103685.98463164034,90129.07163257236,89788.0736585
2022-08-15,89258.30731117424,104634.70734265276,99779.50789991328,103413.37532530635,86330.34520890428,113244.59405572509,91152.84771785015,103458.99374364034,90589.07716551336,90154.9336585
2022-08-16,89619.28618006314,105885.15645015278,101049.5570384133,105510.6009570503,86001.86064690427,113124.64043622508,91384.58995585016,103843.39950866034,90946.8557821377,90331.7336585
2022-08-17,89670.66684656315,104185.87388265276,99790.51656641328,103145.09586405031,84861.63427590427,110168.79913122507,90628.54711685017,102036.38051466036,90277.6396471377,89693.0436585
2022-08-18,89991.63086406313,105722.44012511712,99973.39250441328,103482.93645605029,85219.63427590426,111691.87883772509,91425.86018785016,102201.99618266037,90242.14829513768,89953.8236585
2022-08-19,91114.36375821597,104601.9430976171,98407.9475964133,101396.24300392381,83935.00427590427,109809.68146312652,89457.39284869803,100181.38492495916,88089.04464860758,88749.3736585
2022-08-22,90567.18525071596,103498.12539861712,96877.02335491328,100149.66959033432,81974.77634702252,106581.30387471261,87077.81732319802,98057.08251405915,86714.08966519582,86906.2336585
2022-08-23,90828.61548471596,104555.59833711713,97435.54177291328,101086.23377829876,81429.99037318313,108965.0816992126,87424.72833319803,99934.64035005917,87202.60290269583,86698.4936585
2022-08-24,91081.83425221598,105490.18192861714,98569.19725937558,102597.35171009999,82466.40673418313,110871.14169921262,89718.3707410088,102614.43577704104,88158.35130819582,86974.7436585
2022-08-25,91848.54708721596,107895.38531211713,100101.80973937557,103676.52660045643,83802.7850260247,112781.90030152192,91539.20703366344,105011.10927280414,89920.93130819581,88196.8736585
2022-08-26,90107.37507071596,104491.29843911712,97207.59681937558,101996.72667545643,81658.4527105247,110423.51343229704,88113.64752166341,101814.4037966823,87451.09130819581,85222.2136585
2022-08-29,90425.06494771596,103912.4378641171,97056.70284887558,103463.95607545643,81219.5727105247,111956.51336246445,87614.29517288384,101853.09484795264,87191.84130819581,84660.8736585
2022-08-30,89314.46494771598,102063.61653715986,95757.10974141414,100600.77303295645,80380.3527105247,108821.82599046444,86293.87194088384,99485.10950795264,86415.00792069582,83734.8836585
2022-08-31,88707.70494771597,100560.00762115986,95456.51034241414,99880.09303295643,80063.9021010247,107556.29099046445,85565.82779088382,98001.21356045263,86315.9886246958,83100.61365849999
2022-09-01,88592.04284266963,99288.02894296352,94165.90042381242,97434.02243795714,80630.21123259107,104276.25915255095,84777.32563034947,95931.28586753692,85992.86229973381,83361.39365849999
2022-09-02,88426.91000216965,98899.10431346351,93978.75198581243,98325.93318195715,80098.11246459106,104830.61171905094,84579.50640384946,96106.84735563693,86060.39095473381,82484.02365850001
2022-09-06,88424.91716066963,98285.25171896353,93773.25198581241,96997.85500195716,79291.15192558948,103518.56171905095,83947.55935984946,95345.50350963694,86112.29043742036,82174.6236585
2022-09-07,89208.32723460268,100441.4368229635,94408.85421236616,95414.683441957,80226.9618585895,102415.73549994561,84886.70373239582,96129.21426208707,86715.2752908562,83644.27365850001
2022-09-08,89336.99838760267,102298.9544889635,94731.60954941691,95561.07917595701,79928.70239858949,103380.34645844562,84966.41099906755,98252.91046258705,88639.10900235618,84190.14365849999
2022-09-09,91307.16114560267,104814.91417175495,95206.21274941693,96996.519952957,80741.5178690895,106373.26645844559,86058.76071195741,100866.15746258706,90203.40900235619,85494.0436585
2022-09-12,93091.63630560269,105792.45456775495,96410.62274941691,98728.129952957,80497.7431930895,108662.08770594561,87496.39014395741,103181.5310976556,91210.78868585618,86408.9836585
2022-09-13,90714.21421455269,101146.54498175495,94242.25274941692,95628.429952957,78777.86319308949,106106.03215294561,84556.4101439574,101047.99396965558,89506.9765138562,82665.2436585
2022-09-14,92979.1475645504,100773.87461125496,96163.46358241692,97507.68751215587,79220.54913104269,108752.63751954441,85342.3101439574,102549.56993115443,92014.31898726859,82979.06365849999
2022-09-15,90659.45655855192,99792.10859525495,94579.24863941692,95933.0174640245,78316.33475254267,106657.0599195444,84532.1049339574,101707.28769865443,90969.21148480865,82039.81365849999
2022-09-16,88608.41746748982,99620.75285797953,93528.45527691692,94304.9007190245,77911.51670804268,104465.16991954441,82887.7773119574,99838.37447065442,90059.54428080865,81416.59365849999
2022-09-19,88795.03166198982,99721.3373105308,93758.03755191692,94170.4880921562,78245.90413554267,104162.5697047172,84042.47943145741,100891.59545465442,90621.55012880867,82046.4436585
2022-09-20,87929.30697298981,98477.0185125308,92777.50576391692,93311.97594215622,77445.19261904267,103049.6590267172,83099.91526295741,99211.21417265445,89401.61616230865,81107.1936585
2022-09-21,87297.19103198983,96826.55023482692,91730.79576391692,92663.1681021562,77116.68580901437,101297.90189487675,81323.1551057442,96998.69086530512,87312.01400580865,79699.4236585
2022-09-22,86272.15282150352,95803.20997682693,90917.69539520732,93028.7980650664,76696.52253801437,100616.33161087675,80389.16422660774,95586.17669960481,86351.55137619369,79032.0036585
2022-09-23,83541.73143831396,94371.70559405044,89379.72278327323,91813.05732485534,75266.78892195204,98778.18995732549,79106.76047906453,93146.36972164776,84101.5932385815,77712.6336585
2022-09-26,82191.58703016848,93554.46900652634,87835.62243440766,90922.18459085535,74851.97916545204,97369.7893198255,78371.87456056452,92545.378741753,83376.6212795815,76947.9736585
2022-09-27,82601.82952816845,92592.80566810878,87494.75879250726,90628.34459085535,75309.87142795204,97067.38931982551,78000.37807526997,91823.881317753,83810.31210858151,76751.2836585
2022-09-28,85531.66385566846,95670.58006560877,89436.53779250725,92431.83459085535,80398.60516795205,98566.9552468255,79555.58037676995,93760.61131775298,85811.10210858149,78256.2936585
2022-09-29,84159.45729216846,92889.33165110879,87383.65796850726,91290.34459085533,78783.74895895204,97270.89614582552,77718.35348878412,92007.00131775299,83938.9121085815,76627.52365850001
2022-09-30,83859.51729216846,92921.53034110875,86913.62227966862,90385.93459085535,77634.34938649238,95988.58614582551,77042.62728128412,90835.44131775296,82693.32161305376,75447.3836585
2022-10-03,87035.36729216848,95768.28651260877,89089.24861916862,92723.55459085535,78396.57316399239,98831.5361458255,78770.83133128413,93464.441317753,83780.9272029407,77431.9636585
2022-10-04,89738.67354624797,98502.84373560878,91090.31861916863,94896.62337085535,80009.81099049238,101487.7061458255,81120.41132928414,96297.90131775299,86245.94976542491,79820.9736585
2022-10-05,88751.59112435674,97015.48845560878,89781.59766572661,94969.80445085533,79652.78099049238,100917.7161458255,81396.3946932508,95574.161317753,86392.04002342492,79635.33365849999
2022-10-06,88234.33991385673,94573.47142360877,89114.07216372661,93906.98571044515,78520.41279549239,99592.3883478255,81168.5905307508,94064.05722725298,85540.00051105121,78817.6336585
2022-10-07,87090.56221145674,92132.56574868181,87902.84681872663,92488.50426265292,76946.89119159969,98095.07489432552,78749.4384057508,92092.72147394504,84932.63491505123,76627.52365850001
2022-10-10,87655.58111945674,91969.18887528605,87529.63226427499,91942.85177515291,76656.73394359968,97543.8382388255,78181.8168162508,90988.00900144505,83585.47042102437,76046.2936585
2022-10-11,87385.97780745674,90935.01530314203,87393.82577677499,91447.28879715288,76776.73491259968,97033.41805253495,76578.87585843338,90133.66230810853,83019.07231156291,75566.7236585
2022-10-12,85676.31320388851,90086.00387464202,86085.43577677499,91201.85739048138,76106.49267059968,96939.56214003499,78028.28412043337,90790.43155125542,82733.50629556291,75316.9936585
2022-10-13,86867.38920751057,90523.12878064872,87045.56051427498,92070.54402496332,77427.48312659966,99187.82069526314,80066.51746980185,91242.10182477266,84727.27461134577,77297.1536585
2022-10-14,83593.13909251055,87869.86737964874,85369.66573427498,89910.16990996333,76303.77659909967,94815.22409076313,75851.11290712147,87048.26482253315,81817.94338934576,75542.4136585
2022-10-17,85271.27909251055,90837.36724164872,86867.00108227499,91703.25990996332,77310.92731709967,96889.60409076314,77066.18889662146,89369.98486703314,82699.49298184577,77476.1636585
2022-10-18,87286.34877136842,91649.37138064872,88181.12803227498,92400.48990996333,78079.94746509967,98560.91409076315,78017.00400162146,91121.55486703313,83106.09400584575,78382.2636585
2022-10-19,86904.3251153684,89932.12138064872,87360.018032275,90638.66974804178,76932.79320709966,99201.62409076316,79032.54576562146,90409.69486703313,83814.60001684574,77829.7636585
2022-10-20,86597.67094886841,89532.57707660702,87190.97803227499,89364.08707604177,76242.46320709966,98886.41409076314,78340.14576562146,90878.63486703314,83627.26844434575,77180.02365850001
2022-10-21,87369.0193668684,90231.06955060702,88992.58803227497,90388.5487583859,77559.56060709967,101515.27274826315,80591.5975713756,93590.14361273876,85689.69350032999,79047.4736585
2022-10-24,88580.6399363684,90674.97955060704,89498.37518127498,90919.40340738592,79057.17751609968,101851.19341199157,81028.2263163756,94638.46044831336,86160.52015132998,80011.0336585
2022-10-25,89952.0646810222,93473.17549151368,90922.52749127499,93132.3738858859,79861.46336309967,103929.63949699159,82631.95109907756,97920.90793580342,86729.80334083,81281.7836585
2022-10-26,90446.50650952221,93725.14792101366,91347.99626567434,94175.32572588591,80066.35194409968,104769.39422749155,82512.21713357756,98747.40222521577,88112.84320395357,80671.8236585
2022-10-27,90306.94437702218,93528.81863901368,90335.17255167435,92447.69473547791,79253.58764809968,104306.38037399156,82536.11387657757,97958.26005471576,87721.82768995357,80243.08365849999
2022-10-28,91838.03935202221,96075.67654101367,92627.92255167433,94359.88611947792,81399.28368383054,104967.38293799157,83107.22342082756,97940.43018121575,87406.79042395356,82145.89365849999
